id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
9333,User9333,30,Female,Tablet,Top,Education,Morning,0.0
7962,User7962,58,Female,Tablet,Top,News,Afternoon,1.0
5425,User5425,54,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1.0
2337,User2337,40,Male,Desktop,Top,Entertainment,Evening,1.0
1446,User1446,41,Male,Desktop,Bottom,News,Night,1.0
5860,User5860,62,Female,Desktop,Bottom,Entertainment,Morning,1.0
2805,User2805,52,Male,Tablet,Bottom,News,Afternoon,0.0
111,User111,31,Male,Mobile,Top,Education,Morning,0.0
7815,User7815,43,Non-Binary,Desktop,Bottom,News,Evening,0.0
9599,User9599,34,Male,Desktop,Side,Entertainment,Evening,0.0
6980,User6980,62,Female,Desktop,Bottom,Entertainment,Night,1.0
5055,User5055,45,Male,Desktop,Top,News,Morning,1.0
7750,User7750,46,Non-Binary,Mobile,Side,Entertainment,Morning,1.0
7196,User7196,20,Female,Tablet,Side,Entertainment,Night,0.0
7450,User7450,43,Male,Desktop,Side,News,Night,1.0
7971,User7971,46,Non-Binary,Tablet,Bottom,News,Morning,1.0
444,User444,53,Non-Binary,Desktop,Side,Social Media,Evening,0.0
8345,User8345,60,Male,Desktop,Top,Entertainment,Afternoon,0.0
2431,User2431,42,Male,Desktop,Top,Education,Night,1.0
4215,User4215,46,Non-Binary,Desktop,Top,Entertainment,Morning,0.0
6462,User6462,36,Non-Binary,Tablet,Side,Education,Evening,1.0
928,User928,49,Male,Desktop,Side,Social Media,Night,1.0
3336,User3336,26,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1.0
1171,User1171,52,Female,Mobile,Bottom,Education,Night,1.0
1216,User1216,55,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,0.0
966,User966,54,Female,Desktop,Bottom,Education,Night,1.0
5329,User5329,54,Male,Tablet,Side,Education,Evening,1.0
5574,User5574,52,Female,Desktop,Bottom,Social Media,Afternoon,1.0
6075,User6075,32,Female,Desktop,Side,Entertainment,Night,1.0
8096,User8096,49,Male,Tablet,Side,Entertainment,Afternoon,0.0
5029,User5029,25,Female,Mobile,Top,News,Night,0.0
188,User188,56,Female,Tablet,Bottom,News,Morning,1.0
3291,User3291,50,Non-Binary,Mobile,Bottom,News,Night,0.0
3042,User3042,56,Non-Binary,Mobile,Side,Social Media,Afternoon,1.0
8459,User8459,38,Non-Binary,Tablet,Bottom,Entertainment,Morning,1.0
7248,User7248,26,Non-Binary,Mobile,Top,Social Media,Evening,1.0
670,User670,22,Non-Binary,Desktop,Top,Shopping,Afternoon,1.0
5832,User5832,28,Non-Binary,Desktop,Side,Social Media,Afternoon,1.0
8226,User8226,31,Male,Tablet,Top,Entertainment,Morning,1.0
2934,User2934,26,Non-Binary,Desktop,Top,Entertainment,Afternoon,1.0
8716,User8716,47,Female,Mobile,Bottom,Social Media,Evening,0.0
8459,User8459,38,Non-Binary,Tablet,Bottom,Entertainment,Night,1.0
1171,User1171,52,Female,Mobile,Bottom,Social Media,Night,1.0
9420,User9420,50,Non-Binary,Tablet,Side,Education,Afternoon,1.0
5305,User5305,31,Non-Binary,Tablet,Side,Shopping,Afternoon,0.0
3833,User3833,57,Male,Desktop,Side,Entertainment,Night,0.0
1524,User1524,24,Male,Mobile,Bottom,Social Media,Night,1.0
6074,User6074,35,Female,Mobile,Bottom,Social Media,Afternoon,1.0
2174,User2174,36,Female,Desktop,Bottom,Entertainment,Afternoon,1.0
1635,User1635,54,Female,Tablet,Top,News,Evening,1.0
5589,User5589,53,Female,Tablet,Side,Shopping,Evening,0.0
1539,User1539,43,Non-Binary,Mobile,Bottom,Education,Evening,1.0
6602,User6602,58,Female,Desktop,Side,Entertainment,Night,1.0
2311,User2311,35,Female,Mobile,Bottom,Social Media,Afternoon,1.0
4278,User4278,30,Non-Binary,Tablet,Side,Education,Night,0.0
4108,User4108,36,Non-Binary,Tablet,Top,Entertainment,Morning,1.0
9763,User9763,30,Female,Desktop,Bottom,Entertainment,Evening,0.0
109,User109,35,Female,Tablet,Bottom,Social Media,Morning,0.0
1978,User1978,49,Female,Tablet,Side,News,Evening,0.0
5605,User5605,44,Non-Binary,Mobile,Side,Social Media,Evening,0.0
6453,User6453,34,Non-Binary,Desktop,Bottom,Entertainment,Evening,0.0
8883,User8883,48,Female,Mobile,Bottom,Education,Evening,1.0
4457,User4457,35,Non-Binary,Desktop,Top,News,Night,0.0
6143,User6143,29,Non-Binary,Mobile,Bottom,News,Afternoon,1.0
2973,User2973,48,Non-Binary,Tablet,Bottom,Entertainment,Morning,1.0
8018,User8018,49,Female,Desktop,Side,Education,Morning,1.0
1296,User1296,34,Male,Tablet,Top,Education,Morning,1.0
8766,User8766,35,Male,Desktop,Side,Shopping,Evening,0.0
7241,User7241,34,Female,Tablet,Side,News,Afternoon,0.0
5197,User5197,29,Male,Mobile,Top,Entertainment,Evening,0.0
2602,User2602,30,Female,Tablet,Bottom,Shopping,Afternoon,1.0
7268,User7268,24,Female,Desktop,Bottom,Social Media,Evening,1.0
998,User998,35,Non-Binary,Tablet,Top,Shopping,Evening,1.0
1910,User1910,63,Male,Desktop,Side,Social Media,Night,1.0
8018,User8018,32,Female,Desktop,Side,Entertainment,Night,1.0
3070,User3070,30,Male,Desktop,Top,News,Afternoon,0.0
6167,User6167,20,Male,Mobile,Side,Shopping,Night,1.0
2928,User2928,43,Non-Binary,Desktop,Side,News,Evening,0.0
4270,User4270,33,Female,Tablet,Bottom,Education,Night,0.0
6143,User6143,29,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1.0
5498,User5498,44,Male,Tablet,Side,Education,Morning,1.0
8973,User8973,26,Male,Tablet,Side,Education,Night,0.0
1214,User1214,26,Female,Mobile,Bottom,News,Evening,1.0
911,User911,32,Non-Binary,Desktop,Top,Entertainment,Night,1.0
9400,User9400,36,Female,Mobile,Top,Education,Morning,1.0
1805,User1805,28,Non-Binary,Mobile,Top,Entertainment,Afternoon,1.0
7422,User7422,41,Female,Desktop,Top,Social Media,Evening,1.0
8208,User8208,35,Female,Tablet,Top,Education,Evening,1.0
9736,User9736,29,Female,Desktop,Bottom,Education,Evening,1.0
9689,User9689,41,Male,Desktop,Side,Entertainment,Afternoon,1.0
2044,User2044,31,Male,Mobile,Top,News,Evening,1.0
9090,User9090,41,Male,Desktop,Side,Shopping,Morning,1.0
4169,User4169,50,Male,Tablet,Bottom,Education,Night,0.0
9266,User9266,38,Non-Binary,Mobile,Bottom,Education,Afternoon,1.0
5289,User5289,39,Male,Mobile,Top,Entertainment,Evening,0.0
5756,User5756,51,Non-Binary,Tablet,Side,Social Media,Afternoon,1.0
7438,User7438,53,Non-Binary,Mobile,Side,News,Morning,1.0
2336,User2336,32,Male,Tablet,Side,Shopping,Morning,1.0
4890,User4890,43,Non-Binary,Tablet,Bottom,News,Afternoon,1.0
1913,User1913,53,Male,Tablet,Side,Education,Night,0.0
2581,User2581,26,Female,Mobile,Bottom,Education,Evening,1.0
9990,User9990,25,Male,Desktop,Side,Education,Night,1.0
4848,User4848,23,Non-Binary,Desktop,Bottom,Entertainment,Night,1.0
2326,User2326,50,Female,Tablet,Side,Entertainment,Morning,0.0
4740,User4740,47,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,0.0
4957,User4957,58,Non-Binary,Desktop,Bottom,Social Media,Evening,1.0
110,User110,22,Non-Binary,Desktop,Bottom,News,Afternoon,0.0
7675,User7675,63,Non-Binary,Mobile,Side,News,Afternoon,0.0
6248,User6248,47,Female,Desktop,Bottom,Entertainment,Evening,1.0
5881,User5881,26,Non-Binary,Tablet,Top,Education,Morning,1.0
6251,User6251,44,Non-Binary,Mobile,Side,Shopping,Morning,1.0
5756,User5756,51,Non-Binary,Tablet,Top,Shopping,Afternoon,1.0
3803,User3803,53,Female,Mobile,Top,Education,Morning,1.0
9480,User9480,39,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,0.0
6508,User6508,47,Male,Mobile,Top,Entertainment,Morning,0.0
3060,User3060,49,Male,Tablet,Bottom,News,Morning,1.0
7438,User7438,47,Non-Binary,Mobile,Side,Education,Morning,1.0
4836,User4836,43,Female,Tablet,Side,Education,Evening,1.0
6479,User6479,39,Male,Desktop,Side,Social Media,Afternoon,1.0
6734,User6734,30,Female,Mobile,Side,Shopping,Evening,0.0
581,User581,31,Female,Tablet,Side,Social Media,Afternoon,0.0
5972,User5972,43,Female,Desktop,Top,News,Evening,0.0
1253,User1253,36,Female,Desktop,Bottom,Shopping,Morning,1.0
5193,User5193,50,Female,Desktop,Side,News,Afternoon,1.0
6288,User6288,61,Non-Binary,Tablet,Bottom,News,Afternoon,1.0
7266,User7266,42,Male,Tablet,Bottom,Education,Afternoon,1.0
6880,User6880,38,Female,Mobile,Top,News,Night,1.0
3658,User3658,45,Female,Desktop,Side,Shopping,Night,1.0
7376,User7376,50,Male,Mobile,Side,Shopping,Morning,1.0
6683,User6683,32,Male,Tablet,Side,Entertainment,Night,1.0
1077,User1077,34,Non-Binary,Desktop,Side,Shopping,Afternoon,1.0
8115,User8115,26,Female,Mobile,Top,Social Media,Afternoon,1.0
6086,User6086,20,Male,Desktop,Bottom,Social Media,Morning,1.0
2021,User2021,41,Male,Mobile,Bottom,Social Media,Afternoon,1.0
1549,User1549,41,Non-Binary,Desktop,Side,Entertainment,Morning,1.0
1539,User1539,43,Non-Binary,Mobile,Bottom,Education,Evening,1.0
5960,User5960,47,Female,Desktop,Side,Entertainment,Evening,0.0
8373,User8373,29,Male,Desktop,Side,Shopping,Afternoon,1.0
9723,User9723,28,Female,Mobile,Bottom,Education,Evening,1.0
9855,User9855,43,Male,Desktop,Bottom,News,Morning,1.0
3164,User3164,30,Female,Desktop,Bottom,Education,Evening,1.0
3483,User3483,20,Male,Mobile,Side,Entertainment,Morning,1.0
8018,User8018,32,Female,Desktop,Side,News,Night,1.0
8687,User8687,29,Male,Desktop,Bottom,Social Media,Night,0.0
4707,User4707,35,Non-Binary,Tablet,Bottom,Shopping,Evening,1.0
9181,User9181,40,Non-Binary,Tablet,Top,Entertainment,Evening,0.0
6576,User6576,62,Female,Desktop,Bottom,Entertainment,Morning,1.0
4902,User4902,51,Male,Tablet,Top,News,Night,0.0
5276,User5276,45,Male,Tablet,Side,Shopping,Afternoon,1.0
2337,User2337,41,Female,Desktop,Top,Entertainment,Evening,1.0
9855,User9855,43,Male,Desktop,Bottom,News,Morning,1.0
3409,User3409,62,Female,Tablet,Bottom,Education,Night,0.0
472,User472,53,Non-Binary,Mobile,Top,Social Media,Morning,0.0
2964,User2964,40,Non-Binary,Mobile,Side,Entertainment,Night,1.0
9894,User9894,35,Male,Mobile,Top,Shopping,Afternoon,1.0
7780,User7780,19,Male,Tablet,Bottom,Education,Afternoon,0.0
8361,User8361,41,Female,Mobile,Side,News,Afternoon,1.0
9090,User9090,41,Male,Desktop,Side,Education,Morning,1.0
1969,User1969,46,Non-Binary,Mobile,Bottom,Entertainment,Night,1.0
9617,User9617,63,Male,Tablet,Side,Shopping,Afternoon,1.0
7155,User7155,50,Female,Tablet,Top,Social Media,Morning,0.0
3076,User3076,49,Male,Tablet,Side,Social Media,Morning,0.0
1020,User1020,50,Female,Mobile,Side,Entertainment,Morning,1.0
9397,User9397,19,Male,Tablet,Top,Entertainment,Evening,1.0
9888,User9888,49,Male,Mobile,Top,News,Morning,1.0
2032,User2032,36,Male,Desktop,Bottom,Education,Morning,1.0
4235,User4235,59,Non-Binary,Tablet,Side,News,Morning,0.0
2318,User2318,40,Male,Mobile,Bottom,Education,Night,0.0
3118,User3118,57,Male,Mobile,Top,Education,Evening,1.0
3930,User3930,58,Female,Tablet,Side,Education,Night,0.0
3846,User3846,38,Non-Binary,Tablet,Bottom,Entertainment,Night,1.0
5596,User5596,43,Non-Binary,Tablet,Top,Social Media,Afternoon,1.0
1969,User1969,46,Non-Binary,Mobile,Bottom,Shopping,Night,1.0
2947,User2947,39,Non-Binary,Mobile,Top,Education,Morning,0.0
2131,User2131,36,Female,Mobile,Side,Entertainment,Morning,0.0
9966,User9966,35,Female,Mobile,Top,Education,Afternoon,1.0
6893,User6893,21,Male,Mobile,Top,Entertainment,Evening,1.0
5308,User5308,36,Female,Desktop,Side,News,Morning,1.0
6365,User6365,38,Male,Tablet,Bottom,Social Media,Evening,1.0
5766,User5766,63,Non-Binary,Tablet,Side,Social Media,Evening,1.0
3543,User3543,55,Male,Tablet,Top,Education,Night,1.0
8147,User8147,32,Female,Desktop,Top,News,Night,1.0
3537,User3537,58,Female,Tablet,Side,Education,Morning,0.0
7195,User7195,43,Male,Desktop,Side,Shopping,Afternoon,0.0
5085,User5085,42,Male,Tablet,Top,News,Night,1.0
3236,User3236,56,Female,Mobile,Bottom,Education,Morning,1.0
5188,User5188,23,Non-Binary,Desktop,Top,Shopping,Evening,0.0
5155,User5155,51,Female,Desktop,Bottom,Education,Night,0.0
2828,User2828,55,Female,Desktop,Bottom,Entertainment,Morning,0.0
4620,User4620,43,Non-Binary,Mobile,Side,Entertainment,Night,1.0
6422,User6422,26,Non-Binary,Desktop,Side,News,Night,0.0
9111,User9111,53,Female,Mobile,Side,News,Evening,0.0
2691,User2691,50,Male,Desktop,Bottom,News,Afternoon,1.0
2033,User2033,35,Female,Mobile,Top,Shopping,Morning,0.0
8957,User8957,33,Female,Mobile,Top,Shopping,Morning,1.0
487,User487,28,Male,Mobile,Side,Education,Afternoon,1.0
5953,User5953,27,Female,Desktop,Top,Entertainment,Night,0.0
7152,User7152,45,Non-Binary,Tablet,Side,News,Evening,1.0
8995,User8995,35,Male,Desktop,Top,Education,Evening,0.0
6115,User6115,58,Non-Binary,Desktop,Bottom,Shopping,Evening,0.0
5520,User5520,31,Non-Binary,Desktop,Bottom,Education,Afternoon,1.0
4976,User4976,34,Female,Mobile,Bottom,Entertainment,Afternoon,1.0
7750,User7750,46,Female,Mobile,Side,Social Media,Morning,1.0
5801,User5801,59,Female,Tablet,Bottom,Education,Morning,0.0
9152,User9152,48,Female,Desktop,Side,News,Evening,0.0
301,User301,59,Male,Tablet,Side,Social Media,Evening,1.0
1825,User1825,46,Female,Desktop,Side,Social Media,Evening,0.0
3297,User3297,31,Non-Binary,Tablet,Bottom,Education,Night,1.0
2219,User2219,42,Non-Binary,Mobile,Side,Education,Morning,0.0
7475,User7475,53,Female,Tablet,Bottom,News,Afternoon,1.0
9220,User9220,21,Female,Mobile,Side,Social Media,Night,1.0
9676,User9676,21,Male,Mobile,Top,Education,Morning,1.0
6669,User6669,30,Male,Desktop,Side,Entertainment,Night,1.0
373,User373,34,Female,Mobile,Top,Social Media,Evening,1.0
5227,User5227,24,Non-Binary,Mobile,Bottom,Entertainment,Night,1.0
4889,User4889,45,Female,Mobile,Bottom,Social Media,Night,1.0
7376,User7376,21,Female,Mobile,Side,News,Morning,1.0
7973,User7973,28,Female,Mobile,Bottom,Shopping,Morning,1.0
1369,User1369,45,Male,Desktop,Bottom,Social Media,Morning,1.0
8503,User8503,36,Male,Tablet,Bottom,Education,Afternoon,0.0
2514,User2514,35,Female,Desktop,Top,News,Night,0.0
6724,User6724,37,Female,Desktop,Top,Entertainment,Evening,1.0
4684,User4684,43,Female,Tablet,Top,Shopping,Night,0.0
3670,User3670,47,Female,Desktop,Side,Entertainment,Morning,0.0
6872,User6872,29,Male,Tablet,Side,News,Evening,0.0
7558,User7558,30,Male,Mobile,Top,News,Night,1.0
8549,User8549,41,Male,Tablet,Top,Shopping,Night,0.0
3561,User3561,37,Female,Mobile,Side,Entertainment,Evening,1.0
4108,User4108,36,Female,Tablet,Top,Education,Morning,1.0
1446,User1446,36,Female,Desktop,Bottom,News,Night,1.0
911,User911,32,Non-Binary,Desktop,Top,Entertainment,Night,1.0
4152,User4152,33,Female,Tablet,Side,News,Afternoon,0.0
6438,User6438,42,Non-Binary,Tablet,Top,Social Media,Night,1.0
2691,User2691,50,Non-Binary,Desktop,Bottom,News,Afternoon,1.0
1041,User1041,37,Male,Mobile,Side,Entertainment,Morning,1.0
4505,User4505,47,Male,Tablet,Top,Social Media,Afternoon,0.0
712,User712,32,Non-Binary,Mobile,Side,Entertainment,Evening,0.0
7688,User7688,57,Male,Mobile,Top,News,Evening,1.0
4397,User4397,62,Female,Mobile,Top,Shopping,Afternoon,0.0
9227,User9227,47,Non-Binary,Mobile,Side,News,Morning,1.0
5338,User5338,51,Male,Mobile,Top,Social Media,Morning,1.0
438,User438,39,Non-Binary,Mobile,Top,Education,Night,0.0
2946,User2946,37,Female,Desktop,Bottom,Entertainment,Afternoon,1.0
255,User255,31,Male,Desktop,Bottom,Entertainment,Night,1.0
9568,User9568,47,Non-Binary,Mobile,Side,Shopping,Evening,0.0
5243,User5243,47,Male,Desktop,Side,Entertainment,Morning,0.0
2548,User2548,55,Male,Desktop,Top,Shopping,Evening,0.0
4853,User4853,49,Male,Tablet,Bottom,Shopping,Afternoon,1.0
1121,User1121,32,Non-Binary,Desktop,Top,News,Evening,0.0
9218,User9218,40,Non-Binary,Mobile,Top,News,Morning,0.0
1148,User1148,25,Female,Mobile,Bottom,Education,Afternoon,1.0
4945,User4945,44,Non-Binary,Tablet,Top,Shopping,Morning,1.0
4099,User4099,44,Non-Binary,Tablet,Side,News,Evening,0.0
3118,User3118,57,Male,Mobile,Top,Social Media,Evening,1.0
4836,User4836,55,Female,Tablet,Side,Social Media,Evening,1.0
1941,User1941,38,Male,Mobile,Side,Social Media,Afternoon,0.0
1118,User1118,30,Non-Binary,Tablet,Side,Shopping,Night,0.0
9422,User9422,21,Female,Mobile,Side,Entertainment,Night,1.0
8081,User8081,38,Male,Tablet,Bottom,Entertainment,Night,1.0
8785,User8785,23,Male,Tablet,Top,News,Night,0.0
6724,User6724,37,Female,Desktop,Top,Social Media,Evening,1.0
8629,User8629,34,Non-Binary,Mobile,Bottom,Education,Night,0.0
2668,User2668,39,Male,Tablet,Side,News,Night,0.0
1141,User1141,37,Male,Desktop,Bottom,Education,Afternoon,1.0
6350,User6350,31,Male,Mobile,Bottom,Social Media,Afternoon,0.0
4707,User4707,21,Non-Binary,Desktop,Top,News,Evening,1.0
4429,User4429,34,Female,Tablet,Top,Entertainment,Morning,1.0
4756,User4756,59,Non-Binary,Mobile,Bottom,Education,Evening,1.0
2964,User2964,40,Female,Mobile,Side,Entertainment,Night,1.0
5968,User5968,52,Male,Tablet,Side,Entertainment,Evening,1.0
674,User674,45,Male,Tablet,Side,Social Media,Evening,1.0
4707,User4707,21,Non-Binary,Desktop,Top,News,Evening,1.0
9950,User9950,48,Male,Desktop,Side,Education,Morning,0.0
9743,User9743,33,Non-Binary,Desktop,Side,Social Media,Night,0.0
6094,User6094,29,Non-Binary,Tablet,Top,Social Media,Evening,1.0
9536,User9536,40,Male,Desktop,Top,Education,Morning,0.0
4061,User4061,44,Female,Tablet,Side,Shopping,Night,0.0
8226,User8226,30,Male,Tablet,Top,Shopping,Morning,1.0
8643,User8643,55,Male,Mobile,Top,Social Media,Morning,0.0
6679,User6679,26,Male,Tablet,Bottom,Entertainment,Night,1.0
8753,User8753,35,Female,Tablet,Top,Entertainment,Morning,1.0
9377,User9377,45,Male,Tablet,Bottom,Entertainment,Morning,0.0
1297,User1297,60,Male,Tablet,Bottom,Social Media,Afternoon,0.0
2021,User2021,41,Male,Mobile,Bottom,Social Media,Night,1.0
2946,User2946,37,Female,Desktop,Bottom,News,Afternoon,1.0
4122,User4122,44,Female,Mobile,Side,News,Morning,0.0
7,User7,31,Female,Tablet,Bottom,News,Evening,1.0
315,User315,41,Non-Binary,Desktop,Side,Social Media,Evening,1.0
6454,User6454,45,Non-Binary,Mobile,Bottom,News,Afternoon,0.0
9736,User9736,46,Non-Binary,Desktop,Bottom,Education,Evening,1.0
7466,User7466,47,Male,Mobile,Bottom,Shopping,Afternoon,1.0
5647,User5647,47,Non-Binary,Tablet,Side,News,Morning,1.0
2337,User2337,40,Male,Desktop,Top,Entertainment,Evening,1.0
3697,User3697,27,Non-Binary,Mobile,Top,Social Media,Evening,0.0
6479,User6479,36,Male,Tablet,Top,News,Morning,1.0
1305,User1305,38,Female,Tablet,Top,News,Night,1.0
3601,User3601,47,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1.0
2373,User2373,31,Male,Desktop,Bottom,Social Media,Night,1.0
6083,User6083,29,Non-Binary,Desktop,Bottom,News,Night,0.0
9084,User9084,47,Non-Binary,Desktop,Side,News,Morning,0.0
6268,User6268,42,Non-Binary,Desktop,Top,Social Media,Night,1.0
1141,User1141,37,Male,Desktop,Bottom,Entertainment,Afternoon,1.0
3243,User3243,49,Female,Mobile,Bottom,News,Afternoon,0.0
3990,User3990,28,Non-Binary,Mobile,Side,Shopping,Afternoon,1.0
1148,User1148,25,Female,Mobile,Bottom,Education,Afternoon,1.0
6401,User6401,45,Female,Mobile,Side,Social Media,Morning,1.0
7450,User7450,43,Female,Desktop,Side,News,Night,1.0
5346,User5346,30,Non-Binary,Tablet,Top,News,Morning,1.0
2964,User2964,40,Non-Binary,Mobile,Side,Entertainment,Night,1.0
9827,User9827,22,Non-Binary,Mobile,Top,Entertainment,Evening,0.0
2052,User2052,43,Male,Tablet,Side,Social Media,Evening,0.0
1047,User1047,47,Non-Binary,Mobile,Bottom,Shopping,Evening,0.0
503,User503,43,Female,Desktop,Side,Social Media,Morning,1.0
2945,User2945,42,Male,Tablet,Bottom,Social Media,Morning,0.0
2485,User2485,57,Non-Binary,Mobile,Bottom,News,Night,1.0
2387,User2387,49,Female,Tablet,Top,Social Media,Morning,1.0
1041,User1041,53,Non-Binary,Mobile,Side,Entertainment,Morning,1.0
1399,User1399,52,Female,Mobile,Bottom,Education,Night,1.0
9155,User9155,29,Male,Desktop,Top,Social Media,Night,0.0
2129,User2129,47,Male,Tablet,Bottom,Social Media,Evening,1.0
400,User400,52,Non-Binary,Tablet,Side,Shopping,Evening,1.0
6075,User6075,32,Non-Binary,Desktop,Side,Social Media,Night,1.0
6771,User6771,30,Female,Desktop,Side,Shopping,Morning,1.0
2173,User2173,52,Male,Mobile,Bottom,Shopping,Night,1.0
7592,User7592,36,Male,Desktop,Bottom,Social Media,Afternoon,0.0
5425,User5425,28,Non-Binary,Desktop,Side,Social Media,Afternoon,1.0
4706,User4706,42,Male,Desktop,Bottom,News,Evening,0.0
8645,User8645,34,Male,Tablet,Side,Shopping,Night,0.0
3198,User3198,35,Female,Mobile,Bottom,Shopping,Evening,0.0
9762,User9762,27,Non-Binary,Tablet,Top,Shopping,Evening,0.0
8936,User8936,53,Male,Mobile,Top,Education,Afternoon,0.0
3858,User3858,36,Female,Mobile,Side,Shopping,Night,0.0
5412,User5412,35,Female,Mobile,Top,Education,Evening,1.0
1920,User1920,35,Non-Binary,Desktop,Side,Social Media,Afternoon,0.0
2510,User2510,47,Male,Mobile,Side,News,Afternoon,0.0
1539,User1539,43,Female,Mobile,Bottom,Education,Evening,1.0
1524,User1524,24,Male,Mobile,Bottom,Social Media,Night,1.0
4830,User4830,32,Female,Mobile,Bottom,Education,Evening,0.0
3631,User3631,37,Male,Mobile,Bottom,Social Media,Night,0.0
2513,User2513,50,Male,Tablet,Top,Social Media,Afternoon,0.0
1069,User1069,43,Female,Desktop,Bottom,Shopping,Morning,0.0
3892,User3892,29,Male,Desktop,Bottom,Entertainment,Evening,0.0
9504,User9504,50,Male,Tablet,Top,Entertainment,Morning,1.0
1921,User1921,51,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,0.0
2162,User2162,36,Non-Binary,Desktop,Side,Social Media,Afternoon,0.0
389,User389,31,Non-Binary,Tablet,Top,Social Media,Afternoon,1.0
3472,User3472,39,Non-Binary,Mobile,Top,News,Night,0.0
2355,User2355,42,Male,Mobile,Side,Shopping,Morning,0.0
6854,User6854,32,Male,Mobile,Bottom,Shopping,Night,1.0
3604,User3604,49,Male,Tablet,Bottom,News,Morning,1.0
6193,User6193,29,Female,Desktop,Bottom,News,Afternoon,1.0
1136,User1136,50,Non-Binary,Mobile,Side,Education,Morning,1.0
1650,User1650,29,Male,Tablet,Bottom,Shopping,Morning,1.0
9753,User9753,46,Male,Tablet,Top,Entertainment,Night,1.0
7086,User7086,30,Non-Binary,Mobile,Top,Entertainment,Morning,1.0
2752,User2752,56,Female,Tablet,Bottom,Social Media,Evening,0.0
57,User57,51,Male,Desktop,Top,Entertainment,Night,0.0
9735,User9735,37,Non-Binary,Tablet,Top,Shopping,Evening,0.0
9676,User9676,36,Non-Binary,Mobile,Top,Shopping,Afternoon,1.0
2529,User2529,58,Male,Desktop,Top,Entertainment,Afternoon,1.0
6829,User6829,46,Male,Mobile,Bottom,News,Evening,0.0
7808,User7808,58,Female,Desktop,Top,News,Night,1.0
8041,User8041,46,Male,Mobile,Bottom,Social Media,Morning,1.0
6248,User6248,48,Non-Binary,Mobile,Side,Entertainment,Night,1.0
6553,User6553,40,Female,Desktop,Bottom,Education,Morning,1.0
1253,User1253,36,Female,Desktop,Bottom,Shopping,Morning,1.0
6296,User6296,29,Female,Desktop,Bottom,Education,Evening,1.0
4646,User4646,43,Female,Tablet,Side,Shopping,Evening,0.0
7924,User7924,36,Male,Desktop,Bottom,Shopping,Morning,1.0
6662,User6662,44,Male,Desktop,Top,Social Media,Morning,0.0
250,User250,29,Non-Binary,Mobile,Bottom,Social Media,Afternoon,1.0
8271,User8271,29,Female,Desktop,Bottom,Education,Afternoon,1.0
5531,User5531,34,Male,Desktop,Top,News,Night,1.0
9504,User9504,29,Male,Tablet,Bottom,Shopping,Morning,1.0
5518,User5518,59,Male,Tablet,Bottom,News,Morning,0.0
3335,User3335,31,Male,Desktop,Top,Entertainment,Night,1.0
7438,User7438,53,Non-Binary,Mobile,Side,News,Morning,1.0
518,User518,29,Male,Tablet,Bottom,Shopping,Morning,1.0
6620,User6620,52,Female,Tablet,Top,Shopping,Morning,1.0
4361,User4361,29,Male,Tablet,Side,Education,Afternoon,1.0
2973,User2973,35,Non-Binary,Tablet,Bottom,Social Media,Night,1.0
8573,User8573,61,Female,Mobile,Top,Entertainment,Evening,0.0
119,User119,59,Female,Tablet,Top,Shopping,Night,1.0
7086,User7086,30,Non-Binary,Mobile,Top,News,Morning,1.0
8887,User8887,42,Male,Desktop,Bottom,Education,Evening,0.0
2173,User2173,52,Male,Mobile,Bottom,Shopping,Night,1.0
5748,User5748,40,Male,Desktop,Side,Entertainment,Afternoon,1.0
4742,User4742,31,Male,Desktop,Bottom,News,Night,1.0
115,User115,45,Male,Tablet,Side,Education,Night,0.0
5890,User5890,56,Female,Mobile,Bottom,Social Media,Night,1.0
1805,User1805,34,Male,Mobile,Top,Social Media,Afternoon,1.0
487,User487,28,Male,Mobile,Side,Shopping,Afternoon,1.0
8937,User8937,57,Male,Tablet,Side,News,Afternoon,1.0
7796,User7796,29,Non-Binary,Desktop,Side,News,Night,0.0
3236,User3236,56,Male,Mobile,Bottom,Entertainment,Morning,1.0
5412,User5412,35,Male,Mobile,Top,News,Evening,1.0
3144,User3144,24,Male,Desktop,Side,Shopping,Morning,1.0
6479,User6479,43,Male,Tablet,Side,Education,Night,1.0
6048,User6048,45,Male,Tablet,Top,Social Media,Afternoon,0.0
3194,User3194,35,Female,Tablet,Side,News,Evening,0.0
119,User119,59,Non-Binary,Tablet,Top,Social Media,Night,1.0
368,User368,43,Female,Desktop,Side,Education,Evening,0.0
6237,User6237,32,Non-Binary,Mobile,Top,News,Morning,1.0
2818,User2818,52,Female,Tablet,Top,Shopping,Morning,0.0
8174,User8174,20,Female,Mobile,Bottom,News,Afternoon,1.0
9231,User9231,21,Male,Desktop,Top,Shopping,Evening,1.0
2428,User2428,33,Male,Tablet,Side,Shopping,Morning,1.0
4945,User4945,31,Male,Tablet,Top,Social Media,Morning,1.0
