id,age,gender,device_type,ad_position,browsing_history,time_of_day
1011,36,1.0,1.0,2.0,2.0,3.0
5005,24,1.0,0.0,1.0,3.0,2.0
8147,32,0.0,0.0,2.0,1.0,3.0
7558,48,0.0,1.0,2.0,4.0,0.0
9642,35,1.0,0.0,0.0,2.0,1.0
1777,46,2.0,1.0,1.0,1.0,2.0
5050,34,0.0,1.0,2.0,0.0,1.0
4561,37,0.0,0.0,0.0,0.0,2.0
8505,47,1.0,0.0,0.0,4.0,2.0
6840,56,1.0,2.0,2.0,1.0,0.0
7867,35,1.0,2.0,1.0,0.0,1.0
5501,57,2.0,1.0,2.0,4.0,1.0
7973,28,0.0,1.0,0.0,0.0,2.0
5052,32,1.0,1.0,0.0,0.0,0.0
3144,24,1.0,0.0,1.0,3.0,2.0
6211,34,0.0,1.0,2.0,0.0,3.0
8760,49,1.0,2.0,0.0,2.0,3.0
316,42,1.0,0.0,2.0,4.0,3.0
5983,33,1.0,2.0,1.0,0.0,2.0
8082,34,2.0,2.0,1.0,2.0,1.0
6487,19,1.0,2.0,1.0,1.0,2.0
7688,57,1.0,1.0,2.0,0.0,1.0
3605,51,0.0,2.0,1.0,1.0,1.0
9090,41,2.0,0.0,1.0,1.0,2.0
9290,61,2.0,0.0,0.0,2.0,0.0
6902,26,0.0,2.0,1.0,2.0,2.0
6854,32,1.0,1.0,0.0,1.0,3.0
3025,30,2.0,1.0,1.0,1.0,1.0
5029,25,0.0,1.0,2.0,2.0,3.0
1805,34,1.0,1.0,2.0,4.0,0.0
6434,36,1.0,1.0,2.0,1.0,3.0
8459,38,2.0,2.0,0.0,1.0,3.0
255,31,1.0,0.0,0.0,1.0,3.0
1420,62,0.0,0.0,0.0,2.0,2.0
1141,37,2.0,0.0,0.0,1.0,0.0
3604,49,2.0,2.0,0.0,2.0,2.0
4086,31,0.0,0.0,1.0,1.0,2.0
5005,49,1.0,0.0,2.0,0.0,2.0
5425,29,0.0,1.0,1.0,1.0,0.0
3330,49,1.0,0.0,2.0,2.0,0.0
6683,31,0.0,2.0,1.0,3.0,3.0
58,36,0.0,1.0,2.0,4.0,2.0
3057,51,0.0,1.0,2.0,1.0,0.0
4049,57,0.0,0.0,2.0,3.0,3.0
1234,62,0.0,1.0,2.0,3.0,0.0
5531,34,1.0,0.0,2.0,2.0,3.0
1420,62,2.0,0.0,0.0,2.0,2.0
8817,35,2.0,2.0,0.0,0.0,3.0
2382,36,2.0,2.0,1.0,1.0,1.0
9572,38,0.0,2.0,0.0,2.0,2.0
5756,42,0.0,0.0,2.0,3.0,0.0
5942,48,2.0,2.0,0.0,4.0,2.0
4462,32,2.0,1.0,2.0,0.0,0.0
4683,50,2.0,0.0,0.0,2.0,2.0
1090,55,0.0,1.0,2.0,4.0,0.0
4437,49,1.0,0.0,0.0,1.0,0.0
911,32,2.0,0.0,2.0,3.0,3.0
119,59,2.0,2.0,2.0,3.0,3.0
224,35,1.0,1.0,0.0,2.0,2.0
7526,45,2.0,2.0,1.0,0.0,1.0
7962,58,2.0,2.0,2.0,0.0,0.0
2114,20,1.0,2.0,0.0,3.0,2.0
4945,53,1.0,1.0,0.0,4.0,0.0
6630,47,0.0,0.0,0.0,1.0,2.0
5110,44,0.0,2.0,2.0,3.0,2.0
2129,29,1.0,2.0,1.0,4.0,1.0
4906,35,1.0,1.0,0.0,4.0,1.0
6401,45,0.0,1.0,1.0,4.0,2.0
3333,30,1.0,2.0,2.0,4.0,1.0
2290,41,1.0,2.0,2.0,1.0,1.0
8595,62,2.0,1.0,0.0,4.0,3.0
5942,32,2.0,1.0,0.0,4.0,1.0
9173,49,1.0,0.0,1.0,0.0,1.0
8684,51,2.0,2.0,2.0,3.0,0.0
3352,32,0.0,0.0,1.0,1.0,3.0
3553,50,1.0,1.0,0.0,3.0,1.0
1902,40,1.0,1.0,0.0,0.0,3.0
4314,39,1.0,2.0,0.0,4.0,2.0
5968,52,1.0,0.0,0.0,1.0,1.0
5862,56,1.0,0.0,1.0,2.0,3.0
1951,42,2.0,2.0,2.0,0.0,1.0
3631,37,1.0,1.0,0.0,4.0,3.0
3861,38,2.0,1.0,0.0,0.0,3.0
4529,55,0.0,2.0,1.0,2.0,0.0
3323,48,0.0,2.0,1.0,3.0,0.0
3906,55,2.0,2.0,0.0,4.0,1.0
1754,25,0.0,0.0,0.0,3.0,2.0
9161,37,2.0,1.0,2.0,0.0,1.0
3846,38,2.0,2.0,0.0,1.0,3.0
6893,21,1.0,1.0,2.0,1.0,1.0
7828,29,0.0,2.0,0.0,0.0,2.0
7065,57,1.0,0.0,1.0,4.0,2.0
1741,45,1.0,1.0,1.0,4.0,2.0
3117,21,0.0,2.0,0.0,1.0,0.0
1710,37,1.0,2.0,1.0,1.0,0.0
9910,53,1.0,1.0,0.0,2.0,3.0
5518,59,1.0,2.0,0.0,2.0,2.0
3746,39,1.0,2.0,2.0,0.0,2.0
4086,54,0.0,0.0,2.0,1.0,2.0
4057,44,2.0,0.0,1.0,0.0,1.0
2691,50,2.0,0.0,0.0,2.0,0.0
5188,23,2.0,0.0,2.0,3.0,1.0
8400,47,1.0,0.0,0.0,4.0,1.0
3393,34,2.0,2.0,2.0,1.0,2.0
4773,59,1.0,0.0,2.0,1.0,0.0
3658,45,0.0,0.0,1.0,3.0,3.0
6462,36,1.0,2.0,1.0,0.0,1.0
7962,58,2.0,2.0,2.0,0.0,0.0
8174,20,0.0,1.0,0.0,1.0,0.0
1296,34,2.0,2.0,2.0,3.0,2.0
5425,54,2.0,0.0,1.0,1.0,0.0
2803,56,0.0,2.0,1.0,4.0,3.0
654,45,2.0,2.0,1.0,4.0,0.0
1612,40,0.0,1.0,1.0,2.0,1.0
9963,25,2.0,1.0,0.0,0.0,3.0
3285,42,1.0,2.0,1.0,2.0,1.0
4284,40,2.0,2.0,1.0,3.0,0.0
1549,37,0.0,0.0,0.0,0.0,0.0
5084,52,2.0,2.0,1.0,1.0,1.0
1370,52,0.0,0.0,0.0,3.0,3.0
2125,19,2.0,2.0,1.0,3.0,1.0
6467,30,2.0,0.0,1.0,1.0,2.0
8469,37,2.0,0.0,0.0,0.0,2.0
7355,38,1.0,2.0,0.0,2.0,0.0
6609,43,1.0,0.0,0.0,3.0,1.0
4007,27,1.0,0.0,2.0,3.0,2.0
5281,50,2.0,0.0,0.0,1.0,2.0
8335,51,0.0,0.0,2.0,0.0,1.0
6100,47,2.0,0.0,0.0,0.0,3.0
5751,41,0.0,0.0,1.0,4.0,2.0
6023,42,2.0,2.0,1.0,2.0,0.0
7292,18,0.0,2.0,1.0,0.0,2.0
1181,55,1.0,0.0,0.0,0.0,2.0
9274,35,1.0,1.0,2.0,3.0,3.0
4348,62,0.0,0.0,2.0,3.0,0.0
4281,55,2.0,1.0,2.0,0.0,0.0
7993,34,2.0,1.0,0.0,4.0,2.0
9676,31,2.0,1.0,2.0,2.0,2.0
5579,40,2.0,1.0,1.0,4.0,1.0
5414,23,0.0,0.0,0.0,1.0,1.0
637,47,0.0,0.0,2.0,0.0,2.0
4753,32,0.0,2.0,2.0,4.0,3.0
1141,37,1.0,0.0,0.0,2.0,0.0
175,24,0.0,0.0,1.0,2.0,0.0
7689,33,2.0,2.0,2.0,1.0,1.0
670,22,2.0,0.0,2.0,3.0,0.0
872,51,1.0,1.0,1.0,2.0,3.0
3403,32,0.0,0.0,2.0,1.0,3.0
7064,61,1.0,2.0,1.0,1.0,3.0
9990,25,1.0,0.0,1.0,0.0,3.0
1178,34,1.0,0.0,0.0,0.0,1.0
3075,33,2.0,2.0,0.0,1.0,3.0
3957,62,1.0,1.0,0.0,1.0,2.0
9611,41,1.0,0.0,1.0,1.0,0.0
9838,19,2.0,0.0,0.0,2.0,0.0
1148,25,1.0,1.0,0.0,1.0,0.0
7507,35,2.0,1.0,2.0,0.0,0.0
7507,36,2.0,2.0,2.0,0.0,0.0
9550,53,2.0,0.0,0.0,0.0,0.0
7171,45,1.0,0.0,1.0,1.0,3.0
3118,57,0.0,1.0,2.0,3.0,1.0
2542,58,2.0,1.0,1.0,1.0,1.0
1171,52,0.0,1.0,0.0,4.0,3.0
7209,46,2.0,1.0,2.0,4.0,3.0
2309,22,1.0,2.0,0.0,1.0,3.0
8222,27,1.0,2.0,1.0,2.0,0.0
5596,43,0.0,2.0,2.0,4.0,0.0
6435,38,1.0,0.0,2.0,3.0,3.0
7276,63,1.0,2.0,2.0,4.0,3.0
4742,31,1.0,0.0,0.0,0.0,3.0
9422,21,2.0,1.0,1.0,1.0,3.0
4638,24,0.0,2.0,1.0,0.0,2.0
7438,53,2.0,1.0,1.0,2.0,2.0
5810,25,2.0,1.0,1.0,2.0,2.0
3312,35,1.0,1.0,0.0,3.0,1.0
7268,28,0.0,0.0,0.0,2.0,1.0
2373,31,2.0,0.0,0.0,4.0,3.0
6441,42,1.0,0.0,2.0,1.0,3.0
3740,31,2.0,2.0,0.0,4.0,1.0
8281,53,2.0,1.0,1.0,4.0,0.0
8337,50,0.0,1.0,0.0,1.0,3.0
5860,30,0.0,0.0,0.0,1.0,1.0
8253,44,2.0,0.0,0.0,1.0,0.0
89,58,0.0,2.0,0.0,0.0,2.0
3803,53,0.0,1.0,2.0,0.0,2.0
6467,30,2.0,0.0,1.0,0.0,2.0
8830,55,1.0,2.0,2.0,0.0,0.0
5037,64,0.0,0.0,2.0,2.0,3.0
811,20,2.0,0.0,0.0,2.0,2.0
4459,33,2.0,0.0,2.0,2.0,0.0
2483,53,2.0,1.0,1.0,3.0,0.0
8515,39,2.0,1.0,1.0,0.0,3.0
6737,60,0.0,1.0,0.0,0.0,1.0
3938,36,1.0,1.0,0.0,1.0,1.0
3014,36,1.0,1.0,2.0,3.0,0.0
9723,26,0.0,1.0,1.0,1.0,1.0
8521,62,0.0,0.0,0.0,1.0,2.0
3144,24,1.0,0.0,1.0,3.0,2.0
6324,45,0.0,0.0,2.0,3.0,2.0
3144,24,1.0,0.0,1.0,3.0,2.0
5425,20,0.0,1.0,2.0,1.0,0.0
2032,36,2.0,0.0,0.0,0.0,2.0
9642,47,2.0,2.0,0.0,3.0,1.0
1020,35,0.0,2.0,1.0,0.0,2.0
2972,41,2.0,1.0,0.0,3.0,0.0
6582,28,2.0,1.0,2.0,1.0,3.0
7688,57,1.0,1.0,2.0,2.0,1.0
7322,45,0.0,0.0,0.0,4.0,2.0
6248,48,0.0,1.0,2.0,0.0,1.0
23,30,1.0,1.0,1.0,3.0,2.0
2173,47,2.0,1.0,0.0,3.0,3.0
3037,36,1.0,1.0,1.0,3.0,2.0
9066,36,1.0,0.0,0.0,1.0,2.0
7,30,0.0,0.0,0.0,2.0,1.0
255,31,2.0,0.0,0.0,1.0,3.0
7866,51,1.0,1.0,2.0,4.0,2.0
1910,63,1.0,0.0,1.0,3.0,3.0
3483,20,1.0,1.0,1.0,0.0,2.0
4957,58,2.0,0.0,0.0,4.0,1.0
5514,31,2.0,0.0,1.0,0.0,3.0
2124,54,1.0,0.0,2.0,4.0,1.0
7507,35,2.0,1.0,2.0,0.0,0.0
5111,39,1.0,1.0,0.0,1.0,3.0
6058,28,2.0,1.0,2.0,1.0,0.0
7,38,1.0,2.0,0.0,4.0,1.0
4254,19,0.0,2.0,2.0,4.0,1.0
9311,39,2.0,0.0,1.0,4.0,1.0
2337,40,2.0,0.0,2.0,2.0,1.0
3786,40,1.0,0.0,0.0,3.0,2.0
8906,47,1.0,0.0,2.0,3.0,3.0
8617,26,1.0,1.0,2.0,2.0,1.0
5566,36,0.0,1.0,2.0,3.0,2.0
453,21,0.0,2.0,2.0,1.0,2.0
9418,20,2.0,2.0,1.0,2.0,3.0
3188,47,1.0,2.0,1.0,0.0,2.0
1931,37,0.0,2.0,0.0,3.0,3.0
3380,64,0.0,1.0,2.0,4.0,0.0
6066,28,0.0,0.0,1.0,2.0,1.0
4389,35,1.0,0.0,1.0,0.0,2.0
2431,54,1.0,0.0,2.0,2.0,3.0
4848,58,0.0,0.0,2.0,0.0,3.0
9966,28,0.0,1.0,2.0,4.0,0.0
4742,31,1.0,2.0,0.0,4.0,2.0
5425,54,2.0,1.0,0.0,1.0,0.0
7917,36,2.0,2.0,1.0,1.0,0.0
2913,57,2.0,1.0,1.0,4.0,1.0
1604,39,1.0,1.0,2.0,1.0,2.0
2272,52,0.0,2.0,0.0,3.0,2.0
6288,61,1.0,2.0,0.0,2.0,0.0
5377,34,0.0,1.0,0.0,1.0,3.0
3246,53,0.0,1.0,2.0,0.0,2.0
3801,41,2.0,0.0,1.0,1.0,1.0
2387,43,2.0,1.0,2.0,4.0,1.0
1190,35,2.0,2.0,0.0,0.0,2.0
6776,52,2.0,2.0,0.0,2.0,0.0
412,43,1.0,2.0,2.0,2.0,1.0
3803,53,0.0,1.0,2.0,0.0,2.0
4938,54,0.0,2.0,1.0,4.0,1.0
2272,46,1.0,2.0,0.0,2.0,2.0
9664,27,2.0,0.0,1.0,1.0,2.0
4015,44,1.0,2.0,1.0,3.0,1.0
6042,62,2.0,0.0,0.0,2.0,1.0
2289,62,0.0,0.0,0.0,0.0,2.0
9857,40,1.0,2.0,2.0,1.0,0.0
7993,32,2.0,1.0,0.0,4.0,2.0
3801,26,2.0,0.0,1.0,1.0,1.0
7962,58,0.0,2.0,2.0,0.0,0.0
7652,40,1.0,1.0,0.0,0.0,2.0
9769,28,2.0,1.0,0.0,2.0,0.0
9296,46,2.0,1.0,2.0,2.0,3.0
7670,54,2.0,2.0,2.0,0.0,3.0
5342,39,1.0,2.0,1.0,1.0,1.0
7750,46,1.0,1.0,1.0,4.0,2.0
6308,39,1.0,2.0,1.0,2.0,1.0
2602,61,1.0,0.0,1.0,3.0,0.0
7766,36,2.0,1.0,2.0,3.0,0.0
8684,51,0.0,2.0,2.0,3.0,0.0
4089,37,2.0,2.0,0.0,4.0,0.0
8514,47,0.0,1.0,1.0,1.0,1.0
7526,47,0.0,2.0,1.0,1.0,1.0
3463,25,0.0,2.0,0.0,0.0,2.0
1190,44,2.0,2.0,0.0,0.0,2.0
8936,53,1.0,1.0,2.0,0.0,0.0
5425,28,2.0,0.0,1.0,4.0,0.0
4894,33,2.0,0.0,1.0,4.0,3.0
7910,58,2.0,0.0,1.0,1.0,1.0
8174,20,0.0,1.0,0.0,2.0,0.0
9266,38,2.0,1.0,0.0,0.0,0.0
6193,29,0.0,0.0,0.0,3.0,0.0
8779,27,1.0,0.0,1.0,1.0,2.0
2096,48,2.0,0.0,2.0,2.0,3.0
6255,44,0.0,2.0,1.0,2.0,0.0
8797,26,0.0,0.0,2.0,4.0,2.0
6989,28,0.0,1.0,0.0,3.0,0.0
1879,61,1.0,0.0,1.0,2.0,1.0
732,54,1.0,2.0,0.0,4.0,2.0
7779,36,0.0,0.0,0.0,2.0,2.0
2524,36,0.0,1.0,2.0,1.0,0.0
4401,24,2.0,0.0,2.0,2.0,0.0
2934,26,2.0,0.0,2.0,1.0,0.0
9558,32,1.0,2.0,1.0,2.0,1.0
5611,32,0.0,0.0,1.0,2.0,0.0
9572,38,0.0,1.0,0.0,4.0,2.0
6880,38,0.0,1.0,1.0,2.0,3.0
4707,21,2.0,0.0,2.0,1.0,1.0
1549,35,1.0,1.0,2.0,2.0,0.0
5980,36,2.0,0.0,1.0,1.0,2.0
5760,47,0.0,2.0,0.0,1.0,0.0
4742,31,1.0,0.0,0.0,1.0,3.0
7993,34,2.0,1.0,0.0,4.0,2.0
6861,43,2.0,2.0,1.0,0.0,0.0
7422,20,0.0,0.0,2.0,1.0,1.0
674,52,0.0,2.0,1.0,1.0,1.0
7450,43,2.0,0.0,1.0,2.0,3.0
7750,46,0.0,1.0,1.0,4.0,2.0
4230,35,0.0,2.0,0.0,1.0,1.0
5439,38,0.0,2.0,1.0,4.0,0.0
6086,24,1.0,0.0,0.0,3.0,2.0
3203,50,0.0,2.0,0.0,2.0,3.0
8373,29,1.0,0.0,1.0,3.0,0.0
2156,46,0.0,2.0,1.0,2.0,0.0
4938,28,1.0,0.0,1.0,1.0,1.0
8891,28,2.0,2.0,0.0,3.0,2.0
4058,33,1.0,2.0,0.0,2.0,1.0
9157,33,0.0,1.0,0.0,4.0,2.0
5921,36,2.0,0.0,1.0,2.0,2.0
3062,40,1.0,0.0,2.0,1.0,1.0
2733,38,2.0,2.0,0.0,1.0,2.0
8561,52,1.0,1.0,0.0,0.0,1.0
6188,20,1.0,0.0,0.0,3.0,2.0
3044,34,1.0,0.0,2.0,2.0,3.0
5531,54,1.0,0.0,2.0,4.0,3.0
6242,53,1.0,2.0,2.0,2.0,2.0
3574,21,0.0,2.0,2.0,1.0,2.0
4621,20,2.0,0.0,2.0,1.0,0.0
1623,50,0.0,1.0,2.0,4.0,2.0
973,33,2.0,1.0,0.0,1.0,2.0
670,22,2.0,0.0,2.0,3.0,0.0
3854,56,2.0,2.0,0.0,2.0,0.0
5301,39,1.0,2.0,1.0,2.0,3.0
684,47,0.0,1.0,0.0,1.0,0.0
1713,47,2.0,1.0,0.0,3.0,3.0
5881,26,2.0,2.0,2.0,0.0,2.0
7685,37,1.0,2.0,1.0,3.0,0.0
5082,44,0.0,1.0,2.0,3.0,0.0
5980,40,0.0,0.0,0.0,0.0,2.0
2602,61,0.0,0.0,1.0,3.0,0.0
1905,62,2.0,1.0,0.0,0.0,3.0
2336,32,1.0,2.0,1.0,3.0,2.0
6287,47,1.0,0.0,0.0,0.0,1.0
1921,51,2.0,2.0,0.0,1.0,0.0
8063,58,2.0,2.0,0.0,1.0,2.0
2428,46,2.0,2.0,2.0,4.0,2.0
1287,33,0.0,2.0,2.0,0.0,1.0
8965,30,0.0,0.0,0.0,1.0,1.0
2124,41,1.0,0.0,2.0,4.0,1.0
1183,60,2.0,0.0,0.0,4.0,0.0
5110,44,2.0,2.0,2.0,3.0,2.0
6886,43,1.0,1.0,0.0,1.0,1.0
3501,32,0.0,2.0,2.0,3.0,1.0
2290,41,2.0,2.0,2.0,4.0,1.0
1649,59,2.0,1.0,2.0,0.0,1.0
2555,47,2.0,2.0,0.0,2.0,1.0
6140,31,1.0,1.0,2.0,1.0,0.0
6129,36,1.0,2.0,0.0,3.0,1.0
2174,34,0.0,1.0,0.0,1.0,0.0
6553,36,2.0,0.0,0.0,0.0,2.0
5878,36,0.0,2.0,0.0,0.0,0.0
8733,37,2.0,2.0,0.0,2.0,3.0
369,39,0.0,1.0,2.0,0.0,3.0
3252,60,1.0,0.0,0.0,3.0,0.0
7322,39,0.0,0.0,0.0,4.0,0.0
4474,30,0.0,2.0,1.0,2.0,0.0
4620,43,2.0,1.0,1.0,1.0,3.0
9422,21,2.0,1.0,1.0,1.0,3.0
7973,28,0.0,1.0,0.0,3.0,2.0
3393,47,1.0,2.0,2.0,4.0,2.0
7267,20,1.0,0.0,0.0,3.0,3.0
6811,24,1.0,1.0,0.0,0.0,1.0
1815,40,0.0,0.0,1.0,4.0,3.0
2096,48,2.0,0.0,2.0,3.0,3.0
6657,22,0.0,0.0,0.0,0.0,3.0
7006,41,0.0,0.0,2.0,3.0,0.0
2477,36,2.0,1.0,2.0,1.0,0.0
468,33,2.0,0.0,2.0,0.0,2.0
2495,41,0.0,2.0,0.0,0.0,1.0
5656,48,2.0,1.0,2.0,0.0,3.0
7266,42,2.0,2.0,0.0,0.0,0.0
8418,40,1.0,1.0,2.0,4.0,3.0
1529,28,0.0,1.0,2.0,4.0,0.0
8115,20,0.0,1.0,2.0,4.0,0.0
6198,47,2.0,1.0,0.0,4.0,3.0
7139,37,0.0,0.0,1.0,2.0,0.0
3236,56,0.0,0.0,0.0,0.0,2.0
5878,35,2.0,1.0,0.0,1.0,0.0
9136,36,2.0,0.0,1.0,1.0,2.0
6906,30,2.0,1.0,2.0,4.0,2.0
4747,57,2.0,1.0,0.0,4.0,2.0
8252,38,1.0,2.0,1.0,3.0,3.0
5449,52,2.0,2.0,1.0,1.0,2.0
2733,38,2.0,2.0,0.0,0.0,2.0
1214,26,0.0,1.0,0.0,2.0,1.0
3297,18,0.0,2.0,0.0,4.0,3.0
6724,37,0.0,0.0,2.0,4.0,1.0
7993,34,2.0,1.0,0.0,4.0,2.0
5878,48,2.0,2.0,0.0,0.0,0.0
1619,37,0.0,1.0,1.0,0.0,1.0
7971,29,2.0,2.0,2.0,2.0,1.0
6319,42,2.0,1.0,0.0,3.0,0.0
680,32,1.0,1.0,0.0,2.0,3.0
2129,47,0.0,2.0,1.0,2.0,2.0
5501,28,2.0,1.0,0.0,4.0,1.0
3938,44,1.0,1.0,0.0,1.0,1.0
7739,58,1.0,0.0,0.0,0.0,1.0
4736,38,1.0,1.0,0.0,2.0,2.0
5912,59,2.0,1.0,0.0,0.0,1.0
9422,21,0.0,1.0,1.0,1.0,3.0
9267,20,1.0,0.0,2.0,3.0,0.0
310,31,0.0,2.0,0.0,1.0,2.0
4553,27,1.0,1.0,2.0,4.0,2.0
1903,37,1.0,1.0,2.0,4.0,2.0
9431,34,1.0,1.0,2.0,1.0,0.0
5607,50,2.0,2.0,2.0,0.0,2.0
7808,26,0.0,0.0,2.0,3.0,3.0
3117,21,2.0,2.0,0.0,2.0,0.0
4108,35,2.0,2.0,2.0,3.0,2.0
1524,24,1.0,1.0,0.0,0.0,3.0
5082,44,0.0,1.0,2.0,1.0,0.0
5941,53,2.0,0.0,1.0,0.0,1.0
8527,34,0.0,0.0,1.0,4.0,2.0
2460,41,2.0,2.0,1.0,3.0,2.0
6487,19,1.0,2.0,1.0,3.0,0.0
8530,52,0.0,1.0,2.0,4.0,0.0
6248,48,0.0,1.0,2.0,1.0,1.0
7971,48,2.0,2.0,2.0,0.0,2.0
3225,45,1.0,2.0,0.0,1.0,2.0
8684,51,2.0,2.0,2.0,2.0,0.0
5623,53,1.0,0.0,1.0,3.0,2.0
1345,34,2.0,0.0,2.0,1.0,2.0
5460,38,0.0,0.0,2.0,0.0,0.0
6129,36,1.0,2.0,0.0,3.0,1.0
5531,34,1.0,0.0,2.0,2.0,3.0
7809,18,1.0,1.0,2.0,1.0,1.0
5748,30,1.0,0.0,1.0,1.0,2.0
3031,34,0.0,0.0,1.0,1.0,1.0
400,52,2.0,2.0,1.0,2.0,1.0
5308,32,2.0,0.0,1.0,4.0,3.0
1707,41,0.0,1.0,2.0,4.0,0.0
2098,58,1.0,2.0,2.0,4.0,3.0
3174,48,0.0,2.0,1.0,2.0,3.0
8264,34,1.0,0.0,2.0,2.0,2.0
6401,45,0.0,1.0,1.0,3.0,2.0
4621,20,0.0,0.0,2.0,2.0,0.0
3325,40,1.0,1.0,0.0,0.0,2.0
4230,35,0.0,2.0,1.0,1.0,1.0
5201,40,0.0,0.0,2.0,3.0,1.0
6958,18,2.0,1.0,1.0,1.0,0.0
5968,43,1.0,2.0,1.0,2.0,1.0
7,38,0.0,2.0,0.0,2.0,1.0
2311,41,1.0,0.0,0.0,1.0,0.0
1399,52,0.0,1.0,0.0,2.0,3.0
8956,30,1.0,2.0,2.0,2.0,2.0
571,52,1.0,2.0,0.0,4.0,0.0
7065,57,2.0,0.0,1.0,3.0,2.0
998,35,1.0,2.0,2.0,0.0,1.0
8373,34,1.0,0.0,1.0,3.0,0.0
4889,45,2.0,2.0,0.0,2.0,1.0
7271,60,0.0,1.0,2.0,0.0,0.0
9422,21,1.0,1.0,1.0,1.0,3.0
7808,26,0.0,0.0,2.0,1.0,3.0
5732,35,1.0,0.0,0.0,1.0,1.0
7440,45,2.0,0.0,1.0,2.0,1.0
3011,39,2.0,1.0,1.0,1.0,2.0
9946,46,1.0,2.0,1.0,2.0,1.0
8097,30,2.0,2.0,1.0,4.0,1.0
1539,43,2.0,1.0,0.0,0.0,1.0
5412,35,1.0,1.0,2.0,2.0,1.0
3483,20,1.0,1.0,1.0,2.0,2.0
3803,53,2.0,1.0,2.0,0.0,2.0
5030,35,1.0,2.0,2.0,4.0,2.0
875,51,2.0,1.0,1.0,4.0,2.0
6849,39,0.0,1.0,2.0,0.0,3.0
8726,35,0.0,2.0,1.0,0.0,2.0
5514,31,1.0,0.0,1.0,4.0,3.0
5647,46,0.0,2.0,1.0,0.0,2.0
8338,26,0.0,1.0,1.0,1.0,2.0
3209,63,1.0,1.0,1.0,2.0,3.0
8454,18,0.0,2.0,1.0,4.0,2.0
8101,59,0.0,0.0,0.0,2.0,0.0
4897,30,0.0,0.0,2.0,3.0,2.0
3236,56,0.0,1.0,0.0,0.0,2.0
6119,32,2.0,2.0,1.0,1.0,2.0
9807,35,2.0,2.0,0.0,0.0,3.0
8147,32,0.0,0.0,2.0,2.0,3.0
1364,31,0.0,1.0,1.0,0.0,1.0
9550,42,2.0,0.0,2.0,4.0,0.0
2962,49,2.0,0.0,2.0,2.0,3.0
5053,61,2.0,2.0,1.0,1.0,2.0
412,43,1.0,2.0,2.0,2.0,1.0
1935,30,0.0,0.0,0.0,1.0,0.0
9536,40,1.0,0.0,2.0,0.0,2.0
1117,44,0.0,1.0,1.0,1.0,2.0
2581,44,1.0,1.0,0.0,4.0,1.0
4154,43,0.0,2.0,2.0,1.0,2.0
2728,34,2.0,1.0,1.0,2.0,1.0
9611,39,1.0,0.0,1.0,0.0,0.0
6893,21,1.0,1.0,2.0,1.0,2.0
5921,41,0.0,0.0,1.0,3.0,2.0
6449,42,0.0,0.0,2.0,3.0,3.0
8028,53,1.0,0.0,0.0,4.0,1.0
2353,59,1.0,1.0,0.0,2.0,3.0
6197,51,0.0,1.0,1.0,4.0,1.0
966,54,1.0,0.0,0.0,4.0,3.0
7526,47,1.0,2.0,1.0,2.0,1.0
9807,35,2.0,2.0,0.0,0.0,3.0
9102,23,2.0,1.0,0.0,4.0,1.0
5487,34,0.0,1.0,0.0,3.0,3.0
1369,52,0.0,1.0,0.0,4.0,2.0
1126,31,0.0,2.0,1.0,0.0,0.0
9234,20,1.0,0.0,0.0,2.0,2.0
4704,43,0.0,0.0,0.0,3.0,2.0
2979,33,1.0,0.0,1.0,0.0,2.0
4901,38,2.0,1.0,2.0,3.0,1.0
7,38,0.0,2.0,0.0,1.0,1.0
3144,24,1.0,0.0,1.0,3.0,2.0
9234,20,1.0,0.0,0.0,4.0,2.0
2555,55,2.0,2.0,0.0,2.0,1.0
5507,31,0.0,2.0,0.0,0.0,2.0
6771,36,0.0,0.0,1.0,3.0,2.0
5766,41,1.0,0.0,1.0,4.0,1.0
2604,45,0.0,0.0,2.0,4.0,0.0
1805,34,1.0,1.0,2.0,1.0,0.0
9848,37,0.0,0.0,0.0,2.0,3.0
2129,47,0.0,2.0,0.0,4.0,1.0
6251,44,2.0,1.0,1.0,2.0,2.0
8198,53,2.0,1.0,1.0,1.0,2.0
6811,24,1.0,1.0,0.0,0.0,1.0
9789,36,2.0,2.0,1.0,3.0,2.0
8308,26,1.0,1.0,0.0,0.0,0.0
1534,47,2.0,0.0,1.0,0.0,2.0
3601,44,2.0,0.0,0.0,1.0,0.0
5301,39,1.0,2.0,0.0,4.0,3.0
1721,34,1.0,1.0,0.0,4.0,0.0
1253,36,1.0,0.0,0.0,1.0,2.0
7,38,0.0,2.0,0.0,0.0,1.0
1704,61,0.0,2.0,0.0,3.0,1.0
3559,25,2.0,2.0,2.0,2.0,0.0
3908,42,0.0,0.0,0.0,3.0,1.0
4254,29,1.0,0.0,0.0,2.0,0.0
3245,40,2.0,0.0,1.0,3.0,0.0
4228,36,2.0,0.0,1.0,0.0,2.0
2595,37,1.0,0.0,0.0,4.0,2.0
1549,58,1.0,0.0,2.0,1.0,0.0
6251,44,2.0,1.0,1.0,3.0,2.0
1791,30,0.0,2.0,0.0,0.0,3.0
1126,31,0.0,2.0,1.0,1.0,0.0
6268,42,1.0,0.0,2.0,1.0,3.0
5520,31,2.0,0.0,0.0,4.0,0.0
7962,58,0.0,2.0,2.0,4.0,0.0
2529,37,0.0,0.0,0.0,2.0,0.0
