id,full_name,age,click,gender,device_type,ad_position,browsing_history,time_of_day
2529,User2529,58,1.0,Male,Desktop,Top,Entertainment,Afternoon
6829,User6829,46,0.0,Male,Mobile,Bottom,News,Evening
8041,User8041,46,1.0,Male,Mobile,Bottom,Social Media,Morning
1253,User1253,36,1.0,Female,Desktop,Bottom,Shopping,Morning
6296,User6296,29,1.0,Female,Desktop,Bottom,Education,Evening
4646,User4646,43,0.0,Female,Tablet,Side,Shopping,Evening
7924,User7924,36,1.0,Male,Desktop,Bottom,Shopping,Morning
250,User250,29,1.0,Non-Binary,Mobile,Bottom,Social Media,Afternoon
8271,User8271,29,1.0,Female,Desktop,Bottom,Education,Afternoon
5531,User5531,34,1.0,Male,Desktop,Top,News,Night
9504,User9504,29,1.0,Male,Tablet,Bottom,Shopping,Morning
5518,User5518,59,0.0,Male,Tablet,Bottom,News,Morning
3335,User3335,31,1.0,Male,Desktop,Top,Entertainment,Night
7438,User7438,53,1.0,Non-Binary,Mobile,Side,News,Morning
518,User518,29,1.0,Male,Tablet,Bottom,Shopping,Morning
6620,User6620,52,1.0,Female,Tablet,Top,Shopping,Morning
2973,User2973,35,1.0,Non-Binary,Tablet,Bottom,Social Media,Night
8573,User8573,61,0.0,Female,Mobile,Top,Entertainment,Evening
119,User119,59,1.0,Female,Tablet,Top,Shopping,Night
7086,User7086,30,1.0,Non-Binary,Mobile,Top,News,Morning
8887,User8887,42,0.0,Male,Desktop,Bottom,Education,Evening
2173,User2173,52,1.0,Male,Mobile,Bottom,Shopping,Night
5748,User5748,40,1.0,Male,Desktop,Side,Entertainment,Afternoon
115,User115,45,0.0,Male,Tablet,Side,Education,Night
5890,User5890,56,1.0,Female,Mobile,Bottom,Social Media,Night
1805,User1805,34,1.0,Male,Mobile,Top,Social Media,Afternoon
487,User487,28,1.0,Male,Mobile,Side,Shopping,Afternoon
7796,User7796,29,0.0,Non-Binary,Desktop,Side,News,Night
3236,User3236,56,1.0,Male,Mobile,Bottom,Entertainment,Morning
5412,User5412,35,1.0,Male,Mobile,Top,News,Evening
3144,User3144,24,1.0,Male,Desktop,Side,Shopping,Morning
6479,User6479,43,1.0,Male,Tablet,Side,Education,Night
6048,User6048,45,0.0,Male,Tablet,Top,Social Media,Afternoon
3194,User3194,35,0.0,Female,Tablet,Side,News,Evening
119,User119,59,1.0,Non-Binary,Tablet,Top,Social Media,Night
368,User368,43,0.0,Female,Desktop,Side,Education,Evening
6237,User6237,32,1.0,Non-Binary,Mobile,Top,News,Morning
8174,User8174,20,1.0,Female,Mobile,Bottom,News,Afternoon
9231,User9231,21,1.0,Male,Desktop,Top,Shopping,Evening
2428,User2428,33,1.0,Male,Tablet,Side,Shopping,Morning
367,User367,45,0.0,Female,Desktop,Bottom,Education,Morning
9992,User9992,36,1.0,Male,Desktop,Side,Shopping,Evening
9146,User9146,58,1.0,Male,Desktop,Top,Social Media,Afternoon
7330,User7330,56,0.0,Non-Binary,Mobile,Side,Education,Night
8948,User8948,25,1.0,Non-Binary,Mobile,Bottom,Education,Evening
2934,User2934,26,1.0,Non-Binary,Desktop,Top,Education,Afternoon
5732,User5732,46,1.0,Non-Binary,Tablet,Bottom,Social Media,Morning
2913,User2913,57,1.0,Non-Binary,Mobile,Side,Social Media,Evening
8409,User8409,40,0.0,Non-Binary,Mobile,Top,News,Morning
8226,User8226,31,1.0,Male,Tablet,Top,Social Media,Morning
234,User234,19,1.0,Female,Tablet,Bottom,Shopping,Morning
2428,User2428,33,1.0,Non-Binary,Tablet,Side,Social Media,Morning
5567,User5567,36,0.0,Non-Binary,Tablet,Side,News,Afternoon
2032,User2032,36,1.0,Non-Binary,Desktop,Bottom,Education,Morning
7582,User7582,50,0.0,Male,Tablet,Side,Entertainment,Night
7464,User7464,52,0.0,Non-Binary,Tablet,Bottom,News,Afternoon
9577,User9577,35,0.0,Male,Mobile,Bottom,News,Morning
4683,User4683,50,0.0,Non-Binary,Desktop,Bottom,News,Morning
9589,User9589,54,0.0,Non-Binary,Tablet,Bottom,Shopping,Night
2602,User2602,61,1.0,Female,Desktop,Side,Shopping,Afternoon
8459,User8459,38,1.0,Non-Binary,Tablet,Bottom,Entertainment,Night
5110,User5110,44,1.0,Female,Tablet,Top,Shopping,Morning
5194,User5194,53,1.0,Male,Mobile,Top,News,Afternoon
7512,User7512,51,0.0,Female,Mobile,Side,Education,Morning
5818,User5818,26,1.0,Female,Tablet,Top,Social Media,Night
7541,User7541,47,0.0,Male,Mobile,Top,Entertainment,Afternoon
4976,User4976,34,1.0,Female,Mobile,Bottom,Entertainment,Afternoon
1820,User1820,41,0.0,Non-Binary,Tablet,Side,Social Media,Morning
9090,User9090,41,1.0,Male,Desktop,Side,Shopping,Morning
4944,User4944,32,0.0,Female,Tablet,Side,Education,Afternoon
9642,User9642,35,1.0,Male,Desktop,Bottom,News,Evening
6708,User6708,40,1.0,Non-Binary,Desktop,Top,Education,Night
5942,User5942,48,1.0,Non-Binary,Tablet,Bottom,Social Media,Morning
3020,User3020,37,0.0,Female,Desktop,Bottom,Entertainment,Morning
5501,User5501,28,1.0,Non-Binary,Mobile,Bottom,Social Media,Evening
8948,User8948,35,1.0,Male,Desktop,Bottom,News,Evening
7750,User7750,46,1.0,Non-Binary,Mobile,Side,Social Media,Morning
1077,User1077,26,1.0,Non-Binary,Desktop,Top,Entertainment,Afternoon
6991,User6991,36,0.0,Non-Binary,Desktop,Side,Entertainment,Afternoon
9781,User9781,44,0.0,Non-Binary,Mobile,Side,Education,Afternoon
6296,User6296,29,1.0,Non-Binary,Desktop,Bottom,Social Media,Evening
7099,User7099,22,1.0,Female,Mobile,Top,Social Media,Evening
5329,User5329,54,1.0,Male,Tablet,Side,Education,Evening
4836,User4836,55,1.0,Male,Tablet,Side,Shopping,Evening
6653,User6653,57,0.0,Male,Mobile,Top,Education,Night
4707,User4707,21,1.0,Non-Binary,Desktop,Top,News,Evening
2903,User2903,47,0.0,Female,Desktop,Side,Education,Morning
5566,User5566,43,1.0,Non-Binary,Mobile,Bottom,Social Media,Morning
4871,User4871,58,1.0,Female,Desktop,Side,Education,Night
1143,User1143,34,0.0,Female,Mobile,Top,Education,Night
2057,User2057,33,0.0,Non-Binary,Mobile,Bottom,Education,Night
3333,User3333,54,1.0,Male,Desktop,Top,Education,Evening
9418,User9418,20,1.0,Male,Tablet,Side,News,Night
2973,User2973,27,1.0,Non-Binary,Tablet,Bottom,Social Media,Night
4313,User4313,35,0.0,Female,Mobile,Side,Entertainment,Morning
2174,User2174,36,1.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon
2173,User2173,52,1.0,Male,Mobile,Bottom,Shopping,Night
5118,User5118,63,0.0,Female,Tablet,Top,Social Media,Evening
5793,User5793,26,0.0,Female,Mobile,Top,Entertainment,Morning
5288,User5288,43,0.0,Female,Mobile,Top,News,Evening
4836,User4836,55,1.0,Non-Binary,Tablet,Side,Entertainment,Evening
1908,User1908,26,1.0,Female,Mobile,Bottom,Education,Evening
3236,User3236,56,1.0,Female,Mobile,Bottom,Education,Morning
9992,User9992,36,1.0,Male,Desktop,Side,Shopping,Evening
1650,User1650,29,1.0,Female,Desktop,Bottom,Social Media,Morning
2337,User2337,40,1.0,Male,Desktop,Top,Entertainment,Evening
760,User760,44,0.0,Non-Binary,Tablet,Bottom,News,Afternoon
878,User878,58,0.0,Male,Tablet,Bottom,Entertainment,Morning
9617,User9617,63,1.0,Non-Binary,Tablet,Side,Shopping,Afternoon
805,User805,45,1.0,Male,Desktop,Bottom,Entertainment,Evening
1762,User1762,41,1.0,Male,Desktop,Side,Entertainment,Afternoon
9541,User9541,41,0.0,Non-Binary,Mobile,Bottom,Education,Afternoon
6268,User6268,42,1.0,Non-Binary,Desktop,Top,Shopping,Night
2428,User2428,33,1.0,Female,Tablet,Side,Social Media,Morning
6439,User6439,33,0.0,Male,Mobile,Bottom,News,Morning
9516,User9516,40,1.0,Male,Desktop,Side,Entertainment,Morning
6140,User6140,31,0.0,Male,Mobile,Top,Entertainment,Afternoon
3225,User3225,23,1.0,Non-Binary,Tablet,Bottom,Entertainment,Morning
1525,User1525,46,0.0,Male,Tablet,Top,News,Morning
3439,User3439,32,0.0,Male,Mobile,Bottom,News,Night
2544,User2544,56,0.0,Non-Binary,Desktop,Side,Social Media,Night
3430,User3430,61,1.0,Male,Desktop,Side,Education,Morning
6765,User6765,46,1.0,Female,Tablet,Side,Entertainment,Morning
1658,User1658,27,0.0,Female,Mobile,Side,News,Night
2595,User2595,28,1.0,Female,Desktop,Side,Social Media,Morning
6202,User6202,31,1.0,Female,Tablet,Bottom,Social Media,Evening
2934,User2934,32,1.0,Non-Binary,Desktop,Top,Entertainment,Afternoon
4001,User4001,35,0.0,Non-Binary,Desktop,Side,Social Media,Afternoon
8174,User8174,20,1.0,Female,Mobile,Bottom,Entertainment,Afternoon
5878,User5878,41,1.0,Non-Binary,Tablet,Bottom,Education,Afternoon
6765,User6765,46,1.0,Female,Tablet,Side,Entertainment,Morning
1914,User1914,42,1.0,Male,Tablet,Bottom,Shopping,Night
2125,User2125,19,1.0,Non-Binary,Tablet,Side,Shopping,Evening
5412,User5412,35,1.0,Male,Mobile,Top,Education,Evening
6258,User6258,39,1.0,Female,Tablet,Top,Shopping,Night
2114,User2114,20,0.0,Male,Tablet,Bottom,Shopping,Morning
2431,User2431,42,1.0,Female,Desktop,Top,Education,Night
8832,User8832,37,1.0,Female,Tablet,Top,Social Media,Morning
8561,User8561,37,1.0,Male,Mobile,Bottom,News,Evening
4848,User4848,52,1.0,Female,Desktop,Bottom,Entertainment,Night
3906,User3906,44,1.0,Non-Binary,Tablet,Bottom,Entertainment,Evening
7422,User7422,20,1.0,Male,Desktop,Top,News,Evening
8044,User8044,34,0.0,Male,Tablet,Bottom,Shopping,Afternoon
9266,User9266,38,1.0,Male,Mobile,Bottom,Education,Afternoon
775,User775,45,1.0,Female,Mobile,Top,Shopping,Evening
3934,User3934,38,0.0,Non-Binary,Mobile,Side,Shopping,Evening
5699,User5699,19,1.0,Male,Tablet,Top,News,Morning
6100,User6100,47,1.0,Male,Desktop,Bottom,Education,Night
3042,User3042,29,1.0,Male,Mobile,Side,Shopping,Afternoon
7376,User7376,21,1.0,Female,Mobile,Side,News,Morning
9077,User9077,56,0.0,Male,Mobile,Bottom,Social Media,Morning
4894,User4894,33,0.0,Non-Binary,Desktop,Side,Social Media,Night
2529,User2529,62,1.0,Female,Desktop,Top,Social Media,Afternoon
2488,User2488,25,0.0,Male,Mobile,Side,Entertainment,Morning
4493,User4493,37,0.0,Male,Tablet,Side,Social Media,Night
9990,User9990,25,1.0,Female,Desktop,Side,Education,Night
250,User250,50,1.0,Non-Binary,Desktop,Bottom,News,Afternoon
9530,User9530,45,0.0,Non-Binary,Mobile,Side,Education,Afternoon
3730,User3730,46,0.0,Female,Mobile,Bottom,Social Media,Night
6086,User6086,24,1.0,Male,Desktop,Bottom,Shopping,Morning
1283,User1283,57,0.0,Male,Mobile,Top,Social Media,Afternoon
3908,User3908,42,1.0,Female,Desktop,Bottom,Shopping,Evening
7313,User7313,41,1.0,Non-Binary,Mobile,Side,Entertainment,Night
3324,User3324,22,0.0,Female,Tablet,Top,Entertainment,Evening
5942,User5942,47,1.0,Non-Binary,Tablet,Bottom,News,Evening
1148,User1148,25,1.0,Female,Mobile,Bottom,Social Media,Afternoon
504,User504,37,0.0,Male,Desktop,Bottom,Social Media,Afternoon
9723,User9723,26,1.0,Female,Mobile,Side,Entertainment,Evening
2032,User2032,36,1.0,Female,Desktop,Bottom,Education,Morning
6167,User6167,20,1.0,Male,Mobile,Side,Shopping,Night
4098,User4098,44,0.0,Female,Desktop,Bottom,Entertainment,Morning
6337,User6337,42,1.0,Female,Tablet,Top,Social Media,Night
3574,User3574,19,1.0,Female,Tablet,Top,Shopping,Evening
3333,User3333,47,1.0,Male,Tablet,Top,Shopping,Morning
4076,User4076,35,0.0,Female,Desktop,Bottom,Entertainment,Morning
1304,User1304,22,0.0,Male,Desktop,Bottom,Social Media,Evening
3037,User3037,36,1.0,Male,Mobile,Bottom,News,Morning
1141,User1141,29,1.0,Male,Mobile,Bottom,Social Media,Afternoon
936,User936,42,0.0,Non-Binary,Desktop,Bottom,News,Afternoon
9157,User9157,41,1.0,Male,Desktop,Bottom,Entertainment,Morning
3158,User3158,47,0.0,Female,Tablet,Bottom,Education,Evening
718,User718,19,0.0,Female,Desktop,Bottom,Education,Night
2804,User2804,38,1.0,Female,Tablet,Bottom,Education,Evening
4536,User4536,27,0.0,Male,Desktop,Side,News,Morning
9905,User9905,38,1.0,Non-Binary,Tablet,Top,Entertainment,Night
6743,User6743,26,1.0,Male,Mobile,Side,Entertainment,Evening
9231,User9231,21,1.0,Male,Desktop,Top,Shopping,Evening
1454,User1454,52,1.0,Female,Tablet,Top,Shopping,Morning
2358,User2358,28,0.0,Non-Binary,Tablet,Side,Shopping,Morning
1755,User1755,55,1.0,Non-Binary,Tablet,Bottom,News,Evening
4348,User4348,62,1.0,Female,Desktop,Top,Shopping,Afternoon
1878,User1878,44,0.0,Male,Tablet,Bottom,Entertainment,Morning
1908,User1908,26,1.0,Male,Mobile,Bottom,Education,Evening
3126,User3126,18,0.0,Female,Mobile,Bottom,Education,Night
5412,User5412,35,1.0,Non-Binary,Mobile,Top,Shopping,Evening
6980,User6980,62,1.0,Non-Binary,Desktop,Bottom,Social Media,Night
5579,User5579,47,1.0,Non-Binary,Mobile,Side,Shopping,Evening
1122,User1122,49,1.0,Non-Binary,Tablet,Top,Education,Morning
1369,User1369,43,1.0,Non-Binary,Desktop,Bottom,News,Morning
7995,User7995,38,0.0,Male,Tablet,Bottom,Entertainment,Morning
6849,User6849,39,1.0,Non-Binary,Mobile,Top,Entertainment,Night
2032,User2032,36,1.0,Non-Binary,Desktop,Bottom,Education,Morning
2387,User2387,43,1.0,Non-Binary,Mobile,Top,Social Media,Evening
1420,User1420,62,1.0,Non-Binary,Desktop,Bottom,News,Morning
9018,User9018,28,0.0,Non-Binary,Tablet,Bottom,News,Morning
6462,User6462,36,1.0,Non-Binary,Tablet,Side,Education,Evening
4254,User4254,19,1.0,Male,Desktop,Top,Entertainment,Afternoon
7491,User7491,28,0.0,Female,Mobile,Bottom,Education,Afternoon
5194,User5194,53,1.0,Male,Mobile,Top,News,Afternoon
7785,User7785,45,0.0,Male,Desktop,Bottom,Social Media,Afternoon
1420,User1420,62,1.0,Non-Binary,Desktop,Bottom,News,Morning
5629,User5629,37,1.0,Male,Desktop,Top,News,Night
4750,User4750,35,0.0,Male,Desktop,Bottom,Education,Morning
1623,User1623,50,0.0,Female,Mobile,Top,Social Media,Morning
9990,User9990,25,1.0,Male,Desktop,Side,Entertainment,Night
6409,User6409,52,1.0,Male,Desktop,Top,Entertainment,Night
1369,User1369,45,1.0,Male,Desktop,Bottom,Social Media,Morning
7674,User7674,43,1.0,Female,Tablet,Bottom,News,Afternoon
3044,User3044,34,1.0,Male,Desktop,Top,News,Night
5942,User5942,46,1.0,Female,Tablet,Bottom,Education,Evening
3483,User3483,20,1.0,Male,Mobile,Side,News,Morning
6590,User6590,36,0.0,Female,Desktop,Bottom,News,Night
7151,User7151,46,1.0,Non-Binary,Tablet,Bottom,Entertainment,Morning
5285,User5285,62,0.0,Female,Mobile,Top,Social Media,Morning
8127,User8127,46,1.0,Female,Tablet,Bottom,News,Evening
1454,User1454,52,1.0,Female,Tablet,Top,Shopping,Morning
9090,User9090,20,1.0,Male,Desktop,Top,Shopping,Morning
2129,User2129,47,1.0,Female,Tablet,Bottom,Social Media,Evening
9130,User9130,41,0.0,Non-Binary,Mobile,Top,Shopping,Afternoon
2332,User2332,49,0.0,Non-Binary,Mobile,Top,Social Media,Night
6409,User6409,52,1.0,Male,Desktop,Top,Entertainment,Night
1586,User1586,38,1.0,Non-Binary,Desktop,Top,Shopping,Night
8198,User8198,53,0.0,Non-Binary,Mobile,Side,Entertainment,Morning
9473,User9473,38,0.0,Female,Mobile,Bottom,Social Media,Morning
1972,User1972,33,0.0,Non-Binary,Desktop,Side,Shopping,Night
9990,User9990,25,1.0,Male,Desktop,Side,Education,Night
1250,User1250,33,0.0,Male,Desktop,Top,News,Morning
1091,User1091,48,0.0,Female,Desktop,Bottom,Education,Morning
6094,User6094,29,1.0,Non-Binary,Tablet,Top,Social Media,Evening
7908,User7908,34,0.0,Male,Mobile,Side,Social Media,Night
277,User277,59,1.0,Male,Desktop,Top,Entertainment,Afternoon
8886,User8886,28,0.0,Female,Tablet,Side,Education,Morning
3393,User3393,34,1.0,Non-Binary,Tablet,Top,Entertainment,Morning
3768,User3768,41,0.0,Non-Binary,Mobile,Bottom,News,Evening
5501,User5501,57,1.0,Non-Binary,Mobile,Top,Social Media,Evening
6471,User6471,36,0.0,Female,Desktop,Top,Education,Evening
9057,User9057,38,1.0,Non-Binary,Desktop,Side,News,Afternoon
2017,User2017,36,1.0,Male,Tablet,Bottom,Shopping,Evening
319,User319,39,0.0,Male,Desktop,Bottom,Education,Evening
9555,User9555,49,0.0,Female,Tablet,Side,Entertainment,Morning
9220,User9220,21,1.0,Female,Mobile,Side,Entertainment,Night
8883,User8883,48,1.0,Female,Mobile,Bottom,Education,Evening
7381,User7381,29,0.0,Non-Binary,Tablet,Side,Shopping,Night
4836,User4836,43,1.0,Female,Tablet,Side,News,Evening
6194,User6194,44,0.0,Non-Binary,Desktop,Top,News,Evening
6296,User6296,29,1.0,Male,Desktop,Bottom,Education,Evening
6560,User6560,34,0.0,Female,Mobile,Side,News,Morning
9418,User9418,20,1.0,Male,Tablet,Side,News,Night
8459,User8459,38,1.0,Female,Tablet,Bottom,News,Morning
4747,User4747,57,0.0,Non-Binary,Mobile,Bottom,Social Media,Morning
147,User147,42,0.0,Male,Desktop,Top,Shopping,Night
2017,User2017,36,1.0,Male,Tablet,Bottom,Shopping,Evening
7003,User7003,35,0.0,Female,Desktop,Top,Education,Morning
6861,User6861,46,1.0,Non-Binary,Tablet,Bottom,Entertainment,Morning
2597,User2597,53,0.0,Female,Mobile,Top,Shopping,Afternoon
1056,User1056,34,0.0,Male,Tablet,Top,Entertainment,Afternoon
5055,User5055,45,1.0,Male,Desktop,Top,Education,Morning
2535,User2535,61,0.0,Male,Mobile,Bottom,Shopping,Evening
4836,User4836,43,1.0,Female,Tablet,Side,News,Evening
1126,User1126,32,1.0,Non-Binary,Tablet,Side,Entertainment,Afternoon
1992,User1992,32,0.0,Non-Binary,Tablet,Top,Social Media,Morning
3803,User3803,53,1.0,Female,Mobile,Top,Education,Morning
445,User445,57,0.0,Female,Tablet,Bottom,Education,Evening
7962,User7962,58,1.0,Non-Binary,Tablet,Top,Shopping,Afternoon
250,User250,31,1.0,Non-Binary,Desktop,Bottom,Social Media,Afternoon
2542,User2542,52,1.0,Non-Binary,Desktop,Bottom,Entertainment,Evening
1136,User1136,58,1.0,Male,Mobile,Side,Social Media,Morning
640,User640,38,0.0,Female,Desktop,Side,News,Afternoon
5813,User5813,30,0.0,Female,Tablet,Side,Entertainment,Afternoon
234,User234,19,1.0,Female,Tablet,Bottom,Social Media,Morning
7973,User7973,28,1.0,Female,Mobile,Bottom,Shopping,Morning
4266,User4266,28,1.0,Female,Desktop,Side,Education,Morning
234,User234,19,1.0,Non-Binary,Tablet,Bottom,Social Media,Morning
3225,User3225,23,1.0,Female,Tablet,Bottom,Social Media,Morning
1539,User1539,43,1.0,Male,Mobile,Bottom,Entertainment,Evening
9412,User9412,34,1.0,Male,Mobile,Bottom,Social Media,Morning
5458,User5458,41,0.0,Non-Binary,Desktop,Bottom,News,Evening
5796,User5796,46,1.0,Non-Binary,Mobile,Bottom,News,Afternoon
9990,User9990,25,1.0,Male,Tablet,Side,Education,Afternoon
1171,User1171,52,1.0,Female,Mobile,Bottom,Entertainment,Night
6572,User6572,36,0.0,Non-Binary,Desktop,Side,Social Media,Evening
1279,User1279,31,0.0,Male,Mobile,Side,Education,Morning
2174,User2174,36,1.0,Female,Desktop,Bottom,Entertainment,Afternoon
8252,User8252,39,1.0,Male,Tablet,Side,Social Media,Night
1589,User1589,60,0.0,Female,Mobile,Side,Shopping,Afternoon
4021,User4021,38,1.0,Female,Mobile,Side,Education,Morning
9676,User9676,21,1.0,Female,Mobile,Top,Shopping,Morning
226,User226,40,1.0,Female,Desktop,Top,Shopping,Morning
9875,User9875,58,0.0,Male,Tablet,Side,Shopping,Night
2087,User2087,52,0.0,Male,Mobile,Bottom,Social Media,Night
5912,User5912,41,1.0,Non-Binary,Mobile,Side,Social Media,Night
7558,User7558,43,1.0,Female,Mobile,Top,Social Media,Night
2993,User2993,47,0.0,Male,Mobile,Bottom,Entertainment,Night
1178,User1178,42,1.0,Female,Desktop,Bottom,News,Evening
5214,User5214,25,0.0,Male,Tablet,Side,News,Evening
3601,User3601,47,1.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon
1529,User1529,20,1.0,Female,Mobile,Top,Entertainment,Afternoon
4137,User4137,35,0.0,Female,Mobile,Top,News,Morning
2096,User2096,48,1.0,Non-Binary,Desktop,Top,Entertainment,Night
4889,User4889,45,1.0,Non-Binary,Tablet,Bottom,News,Evening
1136,User1136,58,1.0,Non-Binary,Mobile,Side,Education,Morning
3906,User3906,48,1.0,Non-Binary,Tablet,Bottom,Shopping,Morning
8747,User8747,30,0.0,Male,Desktop,Bottom,Education,Night
6651,User6651,57,0.0,Female,Mobile,Bottom,Education,Afternoon
1613,User1613,60,0.0,Male,Mobile,Side,Education,Night
143,User143,32,0.0,Female,Mobile,Top,Entertainment,Night
4108,User4108,36,1.0,Male,Tablet,Side,News,Morning
5081,User5081,48,0.0,Male,Tablet,Top,Shopping,Night
2602,User2602,61,1.0,Female,Desktop,Side,Shopping,Afternoon
3546,User3546,47,0.0,Non-Binary,Mobile,Side,News,Night
7759,User7759,45,0.0,Non-Binary,Mobile,Bottom,Shopping,Morning
1837,User1837,23,0.0,Non-Binary,Desktop,Top,Social Media,Morning
7941,User7941,47,1.0,Female,Desktop,Bottom,News,Afternoon
2431,User2431,54,1.0,Male,Desktop,Top,Education,Night
3658,User3658,45,1.0,Male,Desktop,Side,Shopping,Night
4698,User4698,40,0.0,Female,Tablet,Side,Social Media,Night
8252,User8252,39,1.0,Male,Tablet,Bottom,Education,Night
8475,User8475,56,0.0,Non-Binary,Desktop,Side,Education,Evening
6811,User6811,24,1.0,Male,Mobile,Bottom,Education,Evening
7065,User7065,57,1.0,Non-Binary,Desktop,Side,Shopping,Morning
3540,User3540,45,0.0,Female,Mobile,Side,Shopping,Night
5623,User5623,53,1.0,Male,Desktop,Side,News,Morning
8797,User8797,26,0.0,Female,Desktop,Top,Social Media,Morning
4901,User4901,38,0.0,Non-Binary,Mobile,Top,Shopping,Evening
2096,User2096,32,1.0,Non-Binary,Desktop,Bottom,Social Media,Night
3483,User3483,20,1.0,Female,Desktop,Bottom,News,Morning
6202,User6202,37,1.0,Female,Tablet,Bottom,Shopping,Night
4681,User4681,41,0.0,Female,Mobile,Side,Education,Night
4957,User4957,58,1.0,Male,Desktop,Bottom,Social Media,Evening
8127,User8127,48,1.0,Male,Tablet,Bottom,Social Media,Night
207,User207,42,0.0,Non-Binary,Tablet,Top,Education,Evening
993,User993,21,0.0,Male,Mobile,Top,News,Night
24,User24,32,1.0,Male,Tablet,Side,Education,Afternoon
3044,User3044,34,1.0,Male,Desktop,Top,Shopping,Night
8459,User8459,38,1.0,Non-Binary,Tablet,Bottom,Entertainment,Morning
2727,User2727,34,1.0,Male,Mobile,Bottom,Entertainment,Afternoon
4086,User4086,54,1.0,Female,Tablet,Top,Entertainment,Morning
1305,User1305,38,1.0,Female,Tablet,Top,News,Night
4548,User4548,39,1.0,Male,Desktop,Side,Entertainment,Evening
2555,User2555,55,1.0,Female,Tablet,Bottom,News,Evening
6094,User6094,29,1.0,Non-Binary,Tablet,Top,Social Media,Evening
8281,User8281,53,0.0,Non-Binary,Mobile,Side,Social Media,Afternoon
3375,User3375,52,1.0,Female,Mobile,Bottom,Education,Morning
518,User518,29,1.0,Male,Tablet,Bottom,Shopping,Morning
7065,User7065,57,1.0,Non-Binary,Desktop,Side,Entertainment,Morning
5531,User5531,34,1.0,Male,Desktop,Top,News,Night
5569,User5569,35,1.0,Non-Binary,Mobile,Bottom,Education,Afternoon
4889,User4889,45,1.0,Female,Tablet,Bottom,News,Evening
4620,User4620,43,1.0,Non-Binary,Mobile,Side,Shopping,Night
5629,User5629,53,1.0,Male,Tablet,Top,News,Night
1141,User1141,37,1.0,Male,Desktop,Bottom,Shopping,Afternoon
6409,User6409,52,1.0,Male,Desktop,Top,Social Media,Night
9330,User9330,41,0.0,Female,Mobile,Bottom,News,Evening
940,User940,41,0.0,Male,Tablet,Side,Shopping,Afternoon
1910,User1910,63,1.0,Male,Desktop,Side,Shopping,Night
1197,User1197,51,1.0,Male,Tablet,Top,Social Media,Night
8081,User8081,38,1.0,Non-Binary,Tablet,Bottom,Entertainment,Night
8690,User8690,63,0.0,Female,Mobile,Top,Social Media,Afternoon
9550,User9550,58,1.0,Non-Binary,Desktop,Top,Education,Afternoon
703,User703,34,0.0,Male,Mobile,Side,Social Media,Evening
6074,User6074,35,1.0,Male,Mobile,Bottom,Social Media,Afternoon
9928,User9928,50,0.0,Female,Mobile,Top,Education,Night
6258,User6258,53,1.0,Female,Tablet,Top,News,Night
7962,User7962,58,1.0,Male,Tablet,Top,Shopping,Afternoon
7223,User7223,25,0.0,Non-Binary,Tablet,Side,Entertainment,Evening
7558,User7558,42,1.0,Non-Binary,Tablet,Top,Social Media,Night
5090,User5090,46,0.0,Non-Binary,Tablet,Top,Entertainment,Evening
2973,User2973,27,1.0,Non-Binary,Tablet,Bottom,Entertainment,Night
1126,User1126,31,1.0,Male,Tablet,Side,News,Afternoon
1126,User1126,31,1.0,Male,Tablet,Side,Entertainment,Afternoon
1077,User1077,26,1.0,Non-Binary,Desktop,Top,Entertainment,Afternoon
1967,User1967,51,0.0,Female,Desktop,Bottom,News,Evening
8418,User8418,40,0.0,Male,Mobile,Top,Social Media,Night
23,User23,30,0.0,Male,Mobile,Side,Shopping,Morning
6435,User6435,38,0.0,Male,Desktop,Top,Shopping,Night
1162,User1162,45,0.0,Female,Tablet,Bottom,Entertainment,Night
2044,User2044,31,1.0,Non-Binary,Mobile,Top,News,Evening
1975,User1975,30,1.0,Female,Mobile,Top,Social Media,Morning
5912,User5912,41,1.0,Non-Binary,Mobile,Side,Education,Night
2311,User2311,35,1.0,Female,Mobile,Bottom,Entertainment,Afternoon
7229,User7229,43,1.0,Non-Binary,Mobile,Top,Social Media,Night
2093,User2093,35,0.0,Male,Mobile,Side,Shopping,Afternoon
5368,User5368,41,0.0,Non-Binary,Tablet,Bottom,Entertainment,Night
2124,User2124,54,1.0,Male,Desktop,Top,Social Media,Evening
6511,User6511,28,0.0,Female,Mobile,Top,Social Media,Morning
5110,User5110,44,1.0,Non-Binary,Tablet,Top,Shopping,Morning
7924,User7924,36,1.0,Male,Desktop,Bottom,Shopping,Morning
5966,User5966,51,0.0,Non-Binary,Desktop,Bottom,Social Media,Morning
2127,User2127,41,0.0,Non-Binary,Tablet,Side,Social Media,Morning
6487,User6487,19,1.0,Female,Tablet,Side,Education,Morning
4059,User4059,27,0.0,Non-Binary,Desktop,Bottom,Shopping,Morning
2845,User2845,64,0.0,Male,Desktop,Side,News,Evening
7647,User7647,49,1.0,Non-Binary,Desktop,Top,News,Afternoon
9306,User9306,37,0.0,Female,Tablet,Side,Entertainment,Afternoon
4404,User4404,21,0.0,Female,Desktop,Top,Social Media,Morning
8081,User8081,38,1.0,Female,Tablet,Bottom,Entertainment,Night
5569,User5569,35,1.0,Female,Mobile,Bottom,Shopping,Afternoon
