id,age,click,full_name,gender,device_type,ad_position,browsing_history,time_of_day
7241.0,34.0,0.0,User7241,Female,Tablet,Side,News,Afternoon
5197.0,47.0,0.0,User5197,Male,Mobile,Top,Entertainment,Morning
2602.0,61.0,1.0,User2602,Female,Desktop,Bottom,Shopping,Afternoon
7268.0,28.0,1.0,User7268,Female,Desktop,Bottom,Entertainment,Evening
998.0,35.0,1.0,User998,Female,Tablet,Top,Entertainment,Evening
1910.0,63.0,1.0,User1910,Male,Desktop,Side,Social Media,Night
8018.0,42.6,1.0,User8018,Female,Desktop,Side,Entertainment,Night
3070.0,30.0,0.0,User3070,Male,Desktop,Top,Entertainment,Afternoon
6167.0,20.0,1.0,User6167,Male,Mobile,Side,Shopping,Night
2928.0,43.0,0.0,User2928,Non-Binary,Desktop,Side,News,Evening
4270.0,33.0,0.0,User4270,Female,Tablet,Bottom,Education,Morning
6143.0,29.0,1.0,User6143,Non-Binary,Mobile,Bottom,Entertainment,Morning
5498.0,27.0,1.0,User5498,Female,Tablet,Side,Education,Morning
8973.0,26.0,0.0,User8973,Male,Tablet,Side,Entertainment,Night
1214.0,26.0,1.0,User1214,Female,Mobile,Bottom,News,Evening
911.0,32.0,1.0,User911,Non-Binary,Desktop,Top,Entertainment,Night
9400.0,29.4,1.0,User9400,Female,Mobile,Bottom,Education,Morning
1805.0,33.4,1.0,User1805,Female,Mobile,Top,Entertainment,Afternoon
7422.0,20.0,1.0,User7422,Female,Desktop,Top,Entertainment,Evening
8208.0,35.4,1.0,User8208,Female,Tablet,Top,Education,Evening
9736.0,46.0,1.0,User9736,Female,Desktop,Bottom,Education,Evening
9689.0,40.4,1.0,User9689,Male,Desktop,Bottom,Entertainment,Afternoon
2044.0,31.0,1.0,User2044,Female,Mobile,Top,News,Evening
9090.0,41.0,1.0,User9090,Male,Desktop,Side,Entertainment,Morning
4169.0,36.0,0.0,User4169,Male,Tablet,Bottom,Education,Night
9266.0,38.0,1.0,User9266,Female,Mobile,Bottom,Education,Afternoon
5289.0,39.0,0.0,User5289,Male,Mobile,Top,Entertainment,Evening
5756.0,51.0,1.0,User5756,Non-Binary,Tablet,Bottom,Entertainment,Afternoon
7438.0,53.0,1.0,User7438,Non-Binary,Mobile,Side,News,Morning
2336.0,32.0,1.0,User2336,Female,Tablet,Side,Entertainment,Morning
4890.0,43.0,1.0,User4890,Female,Desktop,Bottom,Entertainment,Afternoon
1913.0,53.0,0.0,User1913,Male,Desktop,Side,Education,Night
2581.0,38.6,1.0,User2581,Female,Mobile,Bottom,Entertainment,Evening
9990.0,25.0,1.0,User9990,Male,Desktop,Side,Entertainment,Night
4848.0,44.0,1.0,User4848,Female,Desktop,Bottom,Entertainment,Night
2326.0,50.0,0.0,User2326,Female,Tablet,Side,Entertainment,Morning
4740.0,47.0,0.0,User4740,Female,Tablet,Bottom,Entertainment,Morning
4957.0,58.0,1.0,User4957,Female,Desktop,Bottom,Social Media,Evening
110.0,22.0,0.0,User110,Female,Desktop,Bottom,News,Afternoon
7675.0,63.0,0.0,User7675,Female,Mobile,Side,Entertainment,Afternoon
6248.0,48.0,1.0,User6248,Female,Desktop,Bottom,Entertainment,Evening
5881.0,26.0,1.0,User5881,Non-Binary,Tablet,Top,Entertainment,Morning
6251.0,44.0,1.0,User6251,Non-Binary,Mobile,Side,Shopping,Morning
5756.0,51.0,1.0,User5756,Non-Binary,Tablet,Bottom,Entertainment,Morning
3803.0,31.6,1.0,User3803,Female,Mobile,Top,Education,Morning
9480.0,33.0,0.0,User9480,Non-Binary,Tablet,Bottom,Entertainment,Afternoon
6508.0,47.0,0.0,User6508,Female,Mobile,Top,Entertainment,Morning
3060.0,34.0,1.0,User3060,Male,Tablet,Bottom,News,Morning
7438.0,53.0,1.0,User7438,Non-Binary,Mobile,Bottom,Entertainment,Morning
4836.0,55.0,1.0,User4836,Female,Tablet,Side,Entertainment,Evening
6479.0,39.6,1.0,User6479,Male,Desktop,Side,Entertainment,Afternoon
6734.0,30.0,0.0,User6734,Female,Desktop,Side,Shopping,Evening
581.0,31.0,0.0,User581,Female,Tablet,Side,Social Media,Morning
5972.0,42.8,0.0,User5972,Female,Desktop,Top,Entertainment,Evening
1253.0,36.0,1.0,User1253,Female,Desktop,Bottom,Shopping,Morning
5193.0,50.0,1.0,User5193,Female,Desktop,Side,Entertainment,Afternoon
6288.0,61.0,1.0,User6288,Non-Binary,Tablet,Bottom,News,Afternoon
7266.0,26.4,1.0,User7266,Female,Tablet,Bottom,Education,Afternoon
6880.0,47.0,1.0,User6880,Female,Mobile,Bottom,News,Night
3658.0,45.0,1.0,User3658,Female,Desktop,Side,Shopping,Night
7376.0,21.0,1.0,User7376,Female,Mobile,Side,Entertainment,Morning
6683.0,26.0,1.0,User6683,Female,Tablet,Side,Entertainment,Night
1077.0,53.2,1.0,User1077,Non-Binary,Desktop,Bottom,Entertainment,Afternoon
8115.0,20.0,1.0,User8115,Female,Mobile,Top,Entertainment,Afternoon
6086.0,24.0,1.0,User6086,Male,Desktop,Bottom,Entertainment,Morning
2021.0,41.0,1.0,User2021,Male,Mobile,Bottom,Social Media,Morning
1549.0,56.0,1.0,User1549,Female,Desktop,Bottom,Entertainment,Morning
1539.0,43.0,1.0,User1539,Female,Mobile,Bottom,Education,Evening
5960.0,55.4,0.0,User5960,Female,Desktop,Side,Entertainment,Morning
8373.0,29.0,1.0,User8373,Male,Desktop,Side,Shopping,Afternoon
9723.0,37.0,1.0,User9723,Female,Mobile,Bottom,Entertainment,Evening
9855.0,44.4,1.0,User9855,Male,Desktop,Bottom,News,Morning
3164.0,40.6,1.0,User3164,Female,Desktop,Bottom,Entertainment,Evening
3483.0,20.0,1.0,User3483,Female,Mobile,Bottom,Entertainment,Morning
8018.0,42.6,1.0,User8018,Female,Desktop,Side,Entertainment,Night
8687.0,29.0,0.0,User8687,Female,Desktop,Bottom,Entertainment,Night
4707.0,21.0,1.0,User4707,Non-Binary,Desktop,Bottom,Entertainment,Evening
9181.0,51.0,0.0,User9181,Female,Tablet,Top,Entertainment,Evening
6576.0,62.0,1.0,User6576,Female,Desktop,Bottom,Entertainment,Morning
4902.0,51.0,0.0,User4902,Female,Tablet,Top,Entertainment,Morning
5276.0,42.0,1.0,User5276,Female,Desktop,Side,Shopping,Afternoon
2337.0,40.0,1.0,User2337,Female,Desktop,Top,Entertainment,Evening
9855.0,44.4,1.0,User9855,Male,Desktop,Bottom,News,Morning
3409.0,62.0,0.0,User3409,Female,Desktop,Bottom,Entertainment,Night
472.0,53.0,0.0,User472,Non-Binary,Mobile,Bottom,Social Media,Morning
2964.0,40.0,1.0,User2964,Non-Binary,Mobile,Side,Entertainment,Night
9894.0,51.0,1.0,User9894,Female,Desktop,Top,Entertainment,Afternoon
7780.0,19.0,0.0,User7780,Male,Tablet,Bottom,Entertainment,Afternoon
8361.0,41.0,1.0,User8361,Female,Mobile,Side,News,Morning
9090.0,41.0,1.0,User9090,Male,Desktop,Side,Entertainment,Morning
1969.0,46.0,1.0,User1969,Non-Binary,Mobile,Bottom,Entertainment,Night
9617.0,63.0,1.0,User9617,Female,Desktop,Side,Shopping,Afternoon
7155.0,34.4,0.0,User7155,Female,Desktop,Bottom,Social Media,Morning
3076.0,49.0,0.0,User3076,Female,Desktop,Bottom,Social Media,Morning
1020.0,44.4,1.0,User1020,Female,Mobile,Side,Entertainment,Morning
9397.0,19.0,1.0,User9397,Female,Tablet,Bottom,Entertainment,Evening
9888.0,49.0,1.0,User9888,Male,Desktop,Top,News,Morning
2032.0,36.0,1.0,User2032,Female,Desktop,Bottom,Education,Morning
4235.0,59.0,0.0,User4235,Female,Tablet,Side,Entertainment,Morning
2318.0,40.0,0.0,User2318,Male,Desktop,Bottom,Entertainment,Morning
3118.0,57.0,1.0,User3118,Male,Mobile,Top,Entertainment,Evening
3930.0,58.0,0.0,User3930,Female,Tablet,Side,Education,Night
3846.0,38.0,1.0,User3846,Non-Binary,Desktop,Bottom,Entertainment,Night
5596.0,43.0,1.0,User5596,Female,Tablet,Top,Social Media,Afternoon
1969.0,46.0,1.0,User1969,Non-Binary,Mobile,Bottom,Entertainment,Morning
2947.0,37.0,0.0,User2947,Female,Desktop,Top,Education,Morning
2131.0,36.0,0.0,User2131,Female,Mobile,Side,Entertainment,Morning
9966.0,42.0,1.0,User9966,Female,Desktop,Top,Entertainment,Afternoon
6893.0,21.0,1.0,User6893,Female,Mobile,Top,Entertainment,Evening
5308.0,45.8,1.0,User5308,Female,Desktop,Side,Entertainment,Morning
6365.0,48.0,1.0,User6365,Female,Tablet,Bottom,Entertainment,Evening
5766.0,63.0,1.0,User5766,Female,Desktop,Side,Entertainment,Evening
3543.0,55.0,1.0,User3543,Female,Desktop,Top,Entertainment,Morning
8147.0,32.0,1.0,User8147,Female,Desktop,Top,Entertainment,Morning
3537.0,58.0,0.0,User3537,Female,Tablet,Side,Entertainment,Morning
7195.0,43.0,0.0,User7195,Male,Desktop,Bottom,Entertainment,Afternoon
5085.0,44.0,1.0,User5085,Female,Tablet,Top,News,Morning
3236.0,56.0,1.0,User3236,Female,Desktop,Bottom,Education,Morning
5188.0,23.0,0.0,User5188,Female,Desktop,Top,Entertainment,Evening
5155.0,39.8,0.0,User5155,Female,Desktop,Bottom,Education,Night
2828.0,55.0,0.0,User2828,Female,Desktop,Bottom,Entertainment,Morning
4620.0,43.0,1.0,User4620,Non-Binary,Mobile,Side,Entertainment,Night
6422.0,26.0,0.0,User6422,Non-Binary,Desktop,Side,News,Night
9111.0,36.4,0.0,User9111,Female,Mobile,Side,Entertainment,Evening
2691.0,41.8,1.0,User2691,Female,Desktop,Bottom,News,Afternoon
2033.0,36.0,0.0,User2033,Female,Mobile,Top,Shopping,Morning
8957.0,35.0,1.0,User8957,Female,Mobile,Bottom,Entertainment,Morning
487.0,28.0,1.0,User487,Male,Mobile,Side,Entertainment,Morning
5953.0,27.0,0.0,User5953,Female,Desktop,Top,Entertainment,Night
7152.0,32.0,1.0,User7152,Female,Tablet,Side,Entertainment,Morning
8995.0,31.6,0.0,User8995,Female,Desktop,Top,Education,Evening
6115.0,58.0,0.0,User6115,Non-Binary,Desktop,Bottom,Shopping,Evening
5520.0,35.8,1.0,User5520,Non-Binary,Desktop,Bottom,Entertainment,Afternoon
4976.0,34.0,1.0,User4976,Female,Mobile,Bottom,Entertainment,Afternoon
7750.0,46.0,1.0,User7750,Female,Mobile,Side,Social Media,Morning
5801.0,59.0,0.0,User5801,Female,Tablet,Bottom,Education,Morning
9152.0,32.0,0.0,User9152,Female,Desktop,Side,Entertainment,Evening
301.0,59.0,1.0,User301,Male,Tablet,Bottom,Social Media,Evening
1825.0,33.2,0.0,User1825,Female,Desktop,Side,Entertainment,Evening
3297.0,18.0,1.0,User3297,Female,Tablet,Bottom,Entertainment,Night
2219.0,42.0,0.0,User2219,Non-Binary,Desktop,Bottom,Education,Morning
7475.0,53.0,1.0,User7475,Female,Tablet,Bottom,Entertainment,Afternoon
9220.0,21.0,1.0,User9220,Female,Mobile,Side,Social Media,Morning
9676.0,21.0,1.0,User9676,Female,Desktop,Bottom,Entertainment,Morning
6669.0,38.0,1.0,User6669,Female,Desktop,Side,Entertainment,Night
373.0,34.0,1.0,User373,Female,Mobile,Top,Entertainment,Evening
5227.0,24.0,1.0,User5227,Female,Desktop,Bottom,Entertainment,Night
4889.0,45.0,1.0,User4889,Female,Desktop,Bottom,Entertainment,Morning
7376.0,21.0,1.0,User7376,Female,Mobile,Side,News,Morning
7973.0,28.0,1.0,User7973,Female,Mobile,Bottom,Shopping,Morning
1369.0,52.0,1.0,User1369,Female,Desktop,Bottom,Social Media,Morning
8503.0,38.6,0.0,User8503,Male,Tablet,Bottom,Education,Afternoon
2514.0,47.2,0.0,User2514,Female,Desktop,Top,News,Night
6724.0,37.0,1.0,User6724,Female,Desktop,Top,Entertainment,Evening
4684.0,43.0,0.0,User4684,Female,Tablet,Top,Entertainment,Night
3670.0,48.0,0.0,User3670,Female,Desktop,Side,Entertainment,Morning
6872.0,57.0,0.0,User6872,Male,Desktop,Bottom,News,Evening
7558.0,37.2,1.0,User7558,Female,Mobile,Top,Entertainment,Night
8549.0,41.0,0.0,User8549,Male,Tablet,Top,Shopping,Night
3561.0,37.0,1.0,User3561,Female,Desktop,Side,Entertainment,Evening
4108.0,36.0,1.0,User4108,Female,Tablet,Top,Entertainment,Morning
1446.0,44.4,1.0,User1446,Female,Desktop,Bottom,News,Morning
911.0,32.0,1.0,User911,Non-Binary,Desktop,Top,Entertainment,Night
4152.0,33.0,0.0,User4152,Female,Tablet,Side,News,Morning
6438.0,53.0,1.0,User6438,Non-Binary,Tablet,Bottom,Entertainment,Night
2691.0,41.8,1.0,User2691,Non-Binary,Desktop,Bottom,News,Afternoon
1041.0,37.0,1.0,User1041,Female,Mobile,Side,Entertainment,Morning
4505.0,44.6,0.0,User4505,Male,Tablet,Top,Social Media,Afternoon
712.0,32.0,0.0,User712,Female,Mobile,Side,Entertainment,Evening
7688.0,57.0,1.0,User7688,Male,Mobile,Bottom,News,Evening
4397.0,62.0,0.0,User4397,Female,Mobile,Top,Entertainment,Afternoon
9227.0,28.2,1.0,User9227,Non-Binary,Mobile,Bottom,Entertainment,Morning
5338.0,51.0,1.0,User5338,Female,Mobile,Top,Social Media,Morning
438.0,39.0,0.0,User438,Female,Mobile,Top,Entertainment,Morning
2946.0,37.0,1.0,User2946,Female,Desktop,Bottom,Entertainment,Afternoon
255.0,31.0,1.0,User255,Female,Desktop,Bottom,Entertainment,Night
9568.0,38.0,0.0,User9568,Non-Binary,Mobile,Side,Shopping,Evening
5243.0,47.0,0.0,User5243,Female,Desktop,Side,Entertainment,Morning
2548.0,55.0,0.0,User2548,Male,Desktop,Top,Entertainment,Evening
4853.0,38.2,1.0,User4853,Female,Tablet,Bottom,Shopping,Afternoon
1121.0,49.0,0.0,User1121,Non-Binary,Desktop,Top,News,Evening
9218.0,21.0,0.0,User9218,Female,Mobile,Top,News,Morning
1148.0,25.0,1.0,User1148,Female,Desktop,Bottom,Entertainment,Afternoon
4945.0,31.0,1.0,User4945,Female,Tablet,Top,Entertainment,Morning
4099.0,38.8,0.0,User4099,Female,Tablet,Side,Entertainment,Morning
3118.0,57.0,1.0,User3118,Female,Mobile,Bottom,Entertainment,Evening
4836.0,55.0,1.0,User4836,Female,Tablet,Side,Entertainment,Morning
1941.0,32.2,0.0,User1941,Male,Mobile,Bottom,Entertainment,Afternoon
1118.0,30.0,0.0,User1118,Female,Tablet,Side,Entertainment,Night
9422.0,21.0,1.0,User9422,Female,Desktop,Bottom,Entertainment,Night
8081.0,38.0,1.0,User8081,Female,Desktop,Bottom,Entertainment,Night
8785.0,23.0,0.0,User8785,Female,Tablet,Top,Entertainment,Night
6724.0,37.0,1.0,User6724,Female,Desktop,Top,Entertainment,Evening
8629.0,32.6,0.0,User8629,Non-Binary,Desktop,Bottom,Entertainment,Night
2668.0,41.8,0.0,User2668,Male,Tablet,Side,News,Night
1141.0,37.0,1.0,User1141,Male,Desktop,Bottom,Entertainment,Afternoon
6350.0,31.0,0.0,User6350,Male,Mobile,Bottom,Social Media,Afternoon
4707.0,21.0,1.0,User4707,Female,Desktop,Top,Entertainment,Evening
4429.0,34.0,1.0,User4429,Female,Desktop,Top,Entertainment,Morning
4756.0,59.0,1.0,User4756,Non-Binary,Mobile,Bottom,Education,Evening
2964.0,40.0,1.0,User2964,Female,Mobile,Side,Entertainment,Night
5968.0,43.0,1.0,User5968,Female,Tablet,Bottom,Entertainment,Evening
674.0,27.4,1.0,User674,Female,Tablet,Side,Entertainment,Morning
4707.0,21.0,1.0,User4707,Non-Binary,Desktop,Top,Entertainment,Evening
9950.0,46.4,0.0,User9950,Male,Desktop,Side,Education,Morning
9743.0,43.0,0.0,User9743,Female,Desktop,Side,Social Media,Night
6094.0,29.6,1.0,User6094,Non-Binary,Tablet,Top,Social Media,Evening
9536.0,40.8,0.0,User9536,Male,Desktop,Bottom,Entertainment,Morning
4061.0,44.0,0.0,User4061,Female,Tablet,Side,Entertainment,Night
8226.0,31.4,1.0,User8226,Male,Tablet,Bottom,Entertainment,Morning
8643.0,55.0,0.0,User8643,Female,Mobile,Top,Social Media,Morning
6679.0,26.0,1.0,User6679,Male,Tablet,Bottom,Entertainment,Night
8753.0,41.6,1.0,User8753,Female,Tablet,Top,Entertainment,Morning
9377.0,45.0,0.0,User9377,Male,Tablet,Bottom,Entertainment,Morning
1297.0,60.0,0.0,User1297,Male,Tablet,Bottom,Social Media,Afternoon
2021.0,41.0,1.0,User2021,Male,Mobile,Bottom,Social Media,Night
2946.0,37.0,1.0,User2946,Female,Desktop,Bottom,Entertainment,Afternoon
4122.0,36.6,0.0,User4122,Female,Mobile,Bottom,Entertainment,Morning
7.0,33.0,1.0,User7,Female,Tablet,Bottom,Entertainment,Morning
315.0,42.0,1.0,User315,Non-Binary,Desktop,Bottom,Social Media,Evening
6454.0,45.0,0.0,User6454,Female,Mobile,Bottom,News,Afternoon
9736.0,46.0,1.0,User9736,Female,Desktop,Bottom,Education,Evening
7466.0,47.0,1.0,User7466,Female,Mobile,Bottom,Shopping,Afternoon
5647.0,46.0,1.0,User5647,Female,Tablet,Side,Entertainment,Morning
2337.0,40.0,1.0,User2337,Male,Desktop,Top,Entertainment,Evening
3697.0,27.0,0.0,User3697,Non-Binary,Mobile,Bottom,Entertainment,Evening
6479.0,39.6,1.0,User6479,Male,Tablet,Bottom,Entertainment,Morning
1305.0,36.8,1.0,User1305,Female,Tablet,Top,News,Night
3601.0,49.0,1.0,User3601,Non-Binary,Mobile,Bottom,Entertainment,Afternoon
2373.0,31.0,1.0,User2373,Female,Desktop,Bottom,Social Media,Night
6083.0,29.0,0.0,User6083,Female,Desktop,Bottom,Entertainment,Morning
9084.0,41.0,0.0,User9084,Female,Desktop,Side,News,Morning
6268.0,49.8,1.0,User6268,Female,Desktop,Top,Entertainment,Night
1141.0,37.0,1.0,User1141,Male,Desktop,Bottom,Entertainment,Morning
3243.0,49.0,0.0,User3243,Female,Mobile,Bottom,News,Afternoon
3990.0,28.0,1.0,User3990,Female,Desktop,Side,Entertainment,Morning
1148.0,25.0,1.0,User1148,Female,Mobile,Bottom,Entertainment,Afternoon
6401.0,45.0,1.0,User6401,Female,Mobile,Side,Social Media,Morning
7450.0,33.8,1.0,User7450,Female,Desktop,Side,News,Night
5346.0,30.0,1.0,User5346,Non-Binary,Tablet,Top,News,Morning
2964.0,40.0,1.0,User2964,Non-Binary,Mobile,Bottom,Entertainment,Night
9827.0,22.0,0.0,User9827,Non-Binary,Mobile,Top,Entertainment,Evening
2052.0,48.6,0.0,User2052,Female,Tablet,Side,Social Media,Morning
1047.0,47.0,0.0,User1047,Female,Mobile,Bottom,Shopping,Evening
503.0,43.0,1.0,User503,Female,Desktop,Side,Social Media,Morning
2945.0,37.0,0.0,User2945,Male,Tablet,Bottom,Social Media,Morning
2485.0,57.0,1.0,User2485,Non-Binary,Mobile,Bottom,News,Night
2387.0,39.2,1.0,User2387,Female,Desktop,Top,Entertainment,Morning
1041.0,37.0,1.0,User1041,Female,Mobile,Side,Entertainment,Morning
1399.0,37.8,1.0,User1399,Female,Mobile,Bottom,Education,Night
9155.0,29.0,0.0,User9155,Male,Desktop,Top,Entertainment,Night
2129.0,47.0,1.0,User2129,Female,Tablet,Bottom,Social Media,Evening
400.0,52.0,1.0,User400,Non-Binary,Tablet,Side,Entertainment,Evening
6075.0,32.0,1.0,User6075,Female,Desktop,Side,Social Media,Night
6771.0,47.4,1.0,User6771,Female,Desktop,Side,Shopping,Morning
2173.0,52.0,1.0,User2173,Male,Desktop,Bottom,Shopping,Night
7592.0,36.0,0.0,User7592,Male,Desktop,Bottom,Social Media,Morning
5425.0,44.4,1.0,User5425,Non-Binary,Desktop,Side,Entertainment,Afternoon
4706.0,42.0,0.0,User4706,Female,Desktop,Bottom,News,Evening
8645.0,40.4,0.0,User8645,Female,Desktop,Side,Shopping,Night
3198.0,35.0,0.0,User3198,Female,Mobile,Bottom,Entertainment,Evening
9762.0,27.0,0.0,User9762,Female,Tablet,Top,Entertainment,Evening
8936.0,53.0,0.0,User8936,Male,Mobile,Top,Education,Afternoon
3858.0,36.0,0.0,User3858,Female,Mobile,Side,Entertainment,Night
5412.0,35.0,1.0,User5412,Female,Mobile,Top,Entertainment,Evening
1920.0,45.4,0.0,User1920,Non-Binary,Desktop,Side,Social Media,Morning
2510.0,47.0,0.0,User2510,Male,Mobile,Side,Entertainment,Afternoon
1539.0,43.0,1.0,User1539,Female,Mobile,Bottom,Education,Evening
1524.0,24.0,1.0,User1524,Male,Desktop,Bottom,Entertainment,Night
4830.0,32.0,0.0,User4830,Female,Mobile,Bottom,Entertainment,Evening
3631.0,36.4,0.0,User3631,Male,Mobile,Bottom,Social Media,Night
2513.0,50.0,0.0,User2513,Male,Tablet,Top,Social Media,Afternoon
1069.0,54.4,0.0,User1069,Female,Desktop,Bottom,Entertainment,Morning
3892.0,29.0,0.0,User3892,Male,Desktop,Bottom,Entertainment,Evening
9504.0,36.2,1.0,User9504,Male,Desktop,Top,Entertainment,Morning
1921.0,51.0,0.0,User1921,Female,Tablet,Bottom,Entertainment,Afternoon
2162.0,45.4,0.0,User2162,Female,Desktop,Side,Social Media,Afternoon
389.0,31.0,1.0,User389,Non-Binary,Tablet,Top,Social Media,Afternoon
3472.0,37.2,0.0,User3472,Non-Binary,Desktop,Top,News,Morning
2355.0,38.2,0.0,User2355,Male,Mobile,Side,Entertainment,Morning
6854.0,32.0,1.0,User6854,Male,Mobile,Bottom,Entertainment,Night
3604.0,49.0,1.0,User3604,Male,Tablet,Bottom,News,Morning
6193.0,29.0,1.0,User6193,Female,Desktop,Bottom,Entertainment,Afternoon
1136.0,58.0,1.0,User1136,Female,Mobile,Side,Entertainment,Morning
1650.0,29.0,1.0,User1650,Female,Desktop,Bottom,Entertainment,Morning
9753.0,46.0,1.0,User9753,Female,Tablet,Top,Entertainment,Night
7086.0,30.0,1.0,User7086,Non-Binary,Mobile,Top,Entertainment,Morning
2752.0,35.4,0.0,User2752,Female,Tablet,Bottom,Entertainment,Evening
57.0,33.4,0.0,User57,Male,Desktop,Top,Entertainment,Night
9735.0,46.0,0.0,User9735,Non-Binary,Desktop,Top,Shopping,Evening
9676.0,21.0,1.0,User9676,Female,Mobile,Top,Entertainment,Morning
2529.0,49.0,1.0,User2529,Female,Desktop,Top,Entertainment,Afternoon
6829.0,45.6,0.0,User6829,Female,Desktop,Bottom,News,Evening
7808.0,26.0,1.0,User7808,Female,Desktop,Bottom,Entertainment,Night
8041.0,36.4,1.0,User8041,Female,Mobile,Bottom,Social Media,Morning
6248.0,48.0,1.0,User6248,Female,Mobile,Bottom,Entertainment,Morning
6553.0,53.4,1.0,User6553,Female,Desktop,Bottom,Education,Morning
1253.0,36.0,1.0,User1253,Female,Desktop,Bottom,Shopping,Morning
6296.0,29.0,1.0,User6296,Female,Desktop,Bottom,Education,Evening
4646.0,33.4,0.0,User4646,Female,Tablet,Side,Entertainment,Morning
7924.0,34.8,1.0,User7924,Female,Desktop,Bottom,Shopping,Morning
6662.0,42.2,0.0,User6662,Male,Desktop,Top,Social Media,Morning
250.0,28.8,1.0,User250,Non-Binary,Mobile,Bottom,Entertainment,Afternoon
8271.0,29.0,1.0,User8271,Female,Desktop,Bottom,Education,Afternoon
5531.0,34.0,1.0,User5531,Female,Desktop,Top,News,Night
9504.0,36.2,1.0,User9504,Male,Tablet,Bottom,Shopping,Morning
5518.0,59.0,0.0,User5518,Male,Desktop,Bottom,News,Morning
3335.0,24.0,1.0,User3335,Female,Desktop,Top,Entertainment,Night
7438.0,53.0,1.0,User7438,Non-Binary,Desktop,Side,News,Morning
518.0,29.0,1.0,User518,Male,Tablet,Bottom,Shopping,Morning
6620.0,52.0,1.0,User6620,Female,Tablet,Top,Entertainment,Morning
4361.0,29.0,1.0,User4361,Male,Desktop,Side,Education,Afternoon
2973.0,27.0,1.0,User2973,Non-Binary,Tablet,Bottom,Entertainment,Night
8573.0,61.0,0.0,User8573,Female,Mobile,Top,Entertainment,Evening
119.0,59.0,1.0,User119,Female,Tablet,Top,Entertainment,Night
7086.0,30.0,1.0,User7086,Non-Binary,Mobile,Top,Entertainment,Morning
8887.0,38.8,0.0,User8887,Female,Desktop,Bottom,Entertainment,Evening
2173.0,52.0,1.0,User2173,Male,Mobile,Bottom,Shopping,Night
5748.0,44.2,1.0,User5748,Male,Desktop,Side,Entertainment,Morning
4742.0,31.0,1.0,User4742,Male,Desktop,Bottom,Entertainment,Night
115.0,46.0,0.0,User115,Male,Tablet,Side,Entertainment,Morning
5890.0,56.0,1.0,User5890,Female,Mobile,Bottom,Entertainment,Night
1805.0,33.4,1.0,User1805,Male,Mobile,Top,Entertainment,Afternoon
487.0,28.0,1.0,User487,Male,Mobile,Side,Entertainment,Afternoon
8937.0,57.0,1.0,User8937,Male,Tablet,Side,Entertainment,Afternoon
7796.0,29.0,0.0,User7796,Non-Binary,Desktop,Bottom,Entertainment,Night
3236.0,56.0,1.0,User3236,Female,Mobile,Bottom,Entertainment,Morning
5412.0,35.0,1.0,User5412,Female,Mobile,Top,Entertainment,Evening
3144.0,24.0,1.0,User3144,Male,Desktop,Side,Shopping,Morning
6479.0,39.6,1.0,User6479,Male,Tablet,Side,Entertainment,Morning
6048.0,35.0,0.0,User6048,Male,Tablet,Top,Social Media,Morning
3194.0,35.0,0.0,User3194,Female,Tablet,Side,News,Evening
119.0,59.0,1.0,User119,Female,Tablet,Top,Entertainment,Night
368.0,37.8,0.0,User368,Female,Desktop,Side,Entertainment,Evening
6237.0,32.0,1.0,User6237,Non-Binary,Mobile,Top,News,Morning
2818.0,52.0,0.0,User2818,Female,Tablet,Top,Entertainment,Morning
8174.0,20.0,1.0,User8174,Female,Mobile,Bottom,Entertainment,Morning
9231.0,21.0,1.0,User9231,Female,Desktop,Top,Shopping,Evening
2428.0,33.0,1.0,User2428,Female,Desktop,Bottom,Entertainment,Morning
4945.0,31.0,1.0,User4945,Male,Tablet,Top,Social Media,Morning
6251.0,44.0,1.0,User6251,Non-Binary,Desktop,Side,Shopping,Morning
1787.0,39.8,0.0,User1787,Female,Tablet,Bottom,Entertainment,Morning
2550.0,57.0,0.0,User2550,Non-Binary,Tablet,Side,Entertainment,Afternoon
7670.0,54.0,1.0,User7670,Female,Desktop,Top,Entertainment,Night
367.0,37.8,0.0,User367,Female,Desktop,Bottom,Education,Morning
9664.0,52.4,0.0,User9664,Female,Desktop,Side,Entertainment,Morning
9992.0,25.0,1.0,User9992,Male,Desktop,Side,Shopping,Evening
9146.0,58.0,1.0,User9146,Female,Desktop,Top,Entertainment,Afternoon
7330.0,56.0,0.0,User7330,Female,Desktop,Side,Entertainment,Morning
6059.0,43.0,0.0,User6059,Female,Mobile,Top,Entertainment,Night
8948.0,25.0,1.0,User8948,Female,Mobile,Bottom,Education,Evening
2934.0,26.0,1.0,User2934,Non-Binary,Desktop,Top,Entertainment,Afternoon
5732.0,34.8,1.0,User5732,Non-Binary,Tablet,Bottom,Entertainment,Morning
2913.0,57.0,1.0,User2913,Non-Binary,Mobile,Side,Social Media,Evening
7670.0,54.0,1.0,User7670,Female,Desktop,Top,Education,Night
8409.0,43.4,0.0,User8409,Female,Mobile,Top,News,Morning
8226.0,31.4,1.0,User8226,Male,Tablet,Top,Entertainment,Morning
234.0,19.0,1.0,User234,Female,Tablet,Bottom,Entertainment,Morning
2428.0,33.0,1.0,User2428,Female,Desktop,Side,Entertainment,Morning
846.0,39.8,0.0,User846,Female,Desktop,Top,News,Morning
5567.0,51.2,0.0,User5567,Non-Binary,Tablet,Side,Entertainment,Afternoon
3604.0,49.0,1.0,User3604,Male,Desktop,Bottom,News,Morning
