full_name,age,click,gender,device_type,ad_position,browsing_history,time_of_day
User3060,39,1.0,Male,Tablet,Bottom,News,Morning
User3062,34,1.0,Male,Desktop,Bottom,Entertainment,Evening
User3065,42,0.0,Male,Tablet,Bottom,Shopping,Evening
User3070,30,0.0,Male,Desktop,Top,Social Media,Afternoon
User3071,39,0.0,Female,Desktop,Top,News,Evening
User3072,32,0.0,Non-Binary,Mobile,Bottom,Entertainment,Night
User3073,42,0.0,Female,Mobile,Top,Shopping,Afternoon
User3074,42,0.0,Female,Tablet,Side,Shopping,Night
User3075,33,0.0,Non-Binary,Tablet,Top,Entertainment,Night
User3076,49,0.0,Female,Mobile,Top,Social Media,Morning
User3081,42,0.0,Female,Desktop,Top,Education,Evening
User3086,42,0.0,Female,Desktop,Top,Social Media,Night
User3095,29,0.0,Female,Mobile,Top,Social Media,Afternoon
User3097,59,0.0,Male,Desktop,Top,Shopping,Evening
User310,31,0.0,Female,Tablet,Bottom,Entertainment,Morning
User3101,22,0.0,Male,Desktop,Side,Shopping,Morning
User3102,42,0.0,Non-Binary,Desktop,Top,News,Morning
User3106,26,0.0,Male,Tablet,Top,Social Media,Night
User3108,42,0.0,Non-Binary,Tablet,Bottom,Shopping,Morning
User3109,39,1.0,Non-Binary,Tablet,Side,Entertainment,Evening
User3110,63,0.0,Male,Desktop,Side,Social Media,Night
User3111,27,0.0,Female,Desktop,Bottom,Entertainment,Afternoon
User3114,50,0.0,Female,Tablet,Side,Shopping,Afternoon
User3117,21,1.0,Male,Tablet,Bottom,News,Afternoon
User3118,57,1.0,Male,Mobile,Top,Entertainment,Evening
User3120,60,0.0,Male,Tablet,Top,Social Media,Night
User3122,48,0.0,Non-Binary,Mobile,Bottom,Shopping,Morning
User3124,49,0.0,Female,Desktop,Side,News,Evening
User3126,18,0.0,Female,Mobile,Bottom,Education,Night
User3129,42,0.0,Female,Mobile,Side,Social Media,Morning
User3130,18,0.0,Non-Binary,Mobile,Top,Entertainment,Morning
User3132,51,0.0,Male,Desktop,Side,Education,Afternoon
User3134,35,0.0,Male,Tablet,Bottom,Education,Night
User3137,19,0.0,Female,Tablet,Top,Education,Night
User3138,50,0.0,Male,Mobile,Side,Education,Evening
User3139,62,0.0,Female,Mobile,Top,Shopping,Afternoon
User3141,45,0.0,Non-Binary,Mobile,Side,Education,Night
User3144,24,1.0,Male,Desktop,Side,Shopping,Morning
User3149,42,0.0,Male,Desktop,Top,News,Night
User315,39,1.0,Non-Binary,Desktop,Side,Social Media,Evening
User3150,42,0.0,Male,Desktop,Side,News,Afternoon
User3154,42,0.0,Female,Mobile,Top,Shopping,Evening
User3155,42,0.0,Female,Tablet,Side,Social Media,Night
User3157,43,0.0,Female,Desktop,Top,Social Media,Night
User3158,47,0.0,Female,Tablet,Bottom,Education,Morning
User316,42,1.0,Non-Binary,Desktop,Top,Social Media,Night
User3164,39,1.0,Female,Desktop,Bottom,Social Media,Evening
User3165,42,0.0,Male,Desktop,Side,Education,Afternoon
User3169,23,0.0,Male,Desktop,Top,Shopping,Night
User3171,42,0.0,Female,Tablet,Top,Social Media,Evening
User3174,48,0.0,Female,Mobile,Side,News,Night
User3177,18,0.0,Male,Tablet,Bottom,Education,Morning
User3178,62,0.0,Male,Mobile,Top,Education,Afternoon
User3180,42,0.0,Male,Desktop,Side,Shopping,Morning
User3181,49,0.0,Male,Tablet,Top,Education,Evening
User3182,45,0.0,Female,Desktop,Top,Social Media,Night
User3183,42,0.0,Non-Binary,Tablet,Side,News,Morning
User3185,54,0.0,Non-Binary,Tablet,Top,Shopping,Afternoon
User3186,24,0.0,Male,Desktop,Top,Shopping,Night
User3188,42,0.0,Male,Tablet,Side,Education,Morning
User3189,32,0.0,Male,Mobile,Top,Shopping,Evening
User319,42,0.0,Non-Binary,Desktop,Bottom,Education,Evening
User3192,42,0.0,Male,Mobile,Bottom,Education,Evening
User3194,35,0.0,Non-Binary,Tablet,Side,News,Evening
User3198,35,0.0,Female,Mobile,Bottom,News,Evening
User3202,42,0.0,Female,Mobile,Top,Social Media,Morning
User3203,42,0.0,Male,Tablet,Bottom,News,Night
User3204,38,0.0,Female,Desktop,Bottom,News,Night
User3207,42,0.0,Non-Binary,Mobile,Top,Social Media,Evening
User3208,27,0.0,Female,Mobile,Side,Social Media,Morning
User3209,63,0.0,Male,Mobile,Side,Shopping,Night
User3215,33,0.0,Male,Mobile,Side,News,Afternoon
User3216,54,0.0,Non-Binary,Mobile,Side,Education,Morning
User3217,42,0.0,Non-Binary,Desktop,Bottom,Education,Afternoon
User3218,61,0.0,Non-Binary,Tablet,Bottom,Entertainment,Morning
User3223,42,0.0,Female,Mobile,Side,Shopping,Evening
User3225,23,1.0,Non-Binary,Tablet,Bottom,Entertainment,Morning
User3226,50,0.0,Non-Binary,Mobile,Top,Education,Morning
User323,42,0.0,Female,Desktop,Top,Education,Afternoon
User3230,45,0.0,Male,Mobile,Top,Entertainment,Morning
User3231,32,0.0,Non-Binary,Mobile,Side,Education,Morning
User3232,22,0.0,Female,Tablet,Bottom,Social Media,Night
User3233,39,0.0,Non-Binary,Tablet,Bottom,Education,Evening
User3235,57,0.0,Male,Desktop,Bottom,Entertainment,Evening
User3236,56,1.0,Female,Mobile,Bottom,Education,Morning
User3237,43,0.0,Female,Tablet,Top,Entertainment,Evening
User3239,19,0.0,Female,Desktop,Side,Education,Night
User3241,35,0.0,Non-Binary,Tablet,Top,Entertainment,Evening
User3243,49,0.0,Female,Mobile,Bottom,News,Afternoon
User3245,40,1.0,Male,Desktop,Side,Shopping,Afternoon
User3246,39,1.0,Female,Mobile,Top,Education,Afternoon
User3248,45,0.0,Male,Desktop,Side,News,Afternoon
User3250,61,0.0,Non-Binary,Desktop,Top,Education,Morning
User3252,60,0.0,Female,Desktop,Bottom,Education,Afternoon
User3258,42,0.0,Non-Binary,Desktop,Top,Social Media,Morning
User326,49,0.0,Female,Desktop,Top,Entertainment,Morning
User3266,39,1.0,Male,Tablet,Top,News,Afternoon
User3268,38,0.0,Male,Tablet,Bottom,Shopping,Afternoon
User327,42,0.0,Non-Binary,Desktop,Side,Social Media,Night
User3271,23,0.0,Male,Desktop,Top,Entertainment,Afternoon
User3277,42,0.0,Non-Binary,Mobile,Side,News,Night
User3278,42,0.0,Female,Tablet,Top,Shopping,Morning
User3279,23,0.0,Male,Mobile,Top,Social Media,Evening
User3280,29,0.0,Male,Tablet,Side,Social Media,Morning
User3282,46,0.0,Non-Binary,Tablet,Side,Entertainment,Morning
User3285,42,0.0,Male,Tablet,Side,News,Night
User3287,24,0.0,Male,Mobile,Bottom,Social Media,Morning
User329,36,0.0,Female,Desktop,Top,Social Media,Night
User3291,42,0.0,Female,Mobile,Bottom,Entertainment,Night
User3295,42,0.0,Male,Tablet,Top,Education,Afternoon
User3296,42,0.0,Male,Mobile,Top,Shopping,Afternoon
User3297,18,1.0,Female,Tablet,Bottom,News,Night
User3298,42,0.0,Female,Tablet,Bottom,Shopping,Night
User3299,44,1.0,Non-Binary,Tablet,Side,News,Evening
User3303,42,0.0,Non-Binary,Mobile,Side,Social Media,Evening
User3307,42,0.0,Female,Desktop,Side,Shopping,Morning
User3308,61,0.0,Male,Tablet,Top,Entertainment,Evening
User3309,42,0.0,Non-Binary,Desktop,Top,Entertainment,Night
User3310,28,0.0,Male,Tablet,Bottom,Education,Morning
User3312,35,0.0,Male,Mobile,Bottom,Entertainment,Evening
User3313,37,0.0,Female,Mobile,Top,News,Afternoon
User3314,35,0.0,Non-Binary,Tablet,Top,News,Evening
User332,42,0.0,Non-Binary,Desktop,Top,Shopping,Morning
User3322,37,0.0,Non-Binary,Mobile,Side,News,Afternoon
User3323,48,1.0,Female,Tablet,Side,Shopping,Afternoon
User3324,22,0.0,Non-Binary,Tablet,Top,Entertainment,Evening
User3325,39,1.0,Male,Mobile,Bottom,Education,Morning
User3328,42,0.0,Non-Binary,Desktop,Top,News,Night
User3330,49,1.0,Male,Desktop,Top,News,Afternoon
User3333,30,1.0,Male,Tablet,Top,Entertainment,Evening
User3334,42,0.0,Female,Tablet,Top,Education,Afternoon
User3335,24,1.0,Male,Mobile,Top,Entertainment,Night
User3336,26,1.0,Non-Binary,Desktop,Bottom,Education,Morning
User3337,37,0.0,Male,Tablet,Side,News,Night
User3338,18,0.0,Non-Binary,Desktop,Side,Shopping,Night
User3339,43,0.0,Male,Desktop,Bottom,Shopping,Evening
User334,42,0.0,Non-Binary,Tablet,Top,News,Afternoon
User3343,39,0.0,Non-Binary,Tablet,Top,Entertainment,Night
User3345,39,1.0,Male,Desktop,Side,Social Media,Night
User3352,39,1.0,Female,Desktop,Side,Social Media,Night
User3355,42,0.0,Non-Binary,Tablet,Side,Education,Morning
User3357,42,0.0,Male,Tablet,Side,News,Morning
User3361,42,0.0,Non-Binary,Tablet,Top,Entertainment,Evening
User3362,42,0.0,Female,Tablet,Side,Shopping,Morning
User3364,42,0.0,Female,Mobile,Bottom,Social Media,Morning
User3367,42,0.0,Female,Tablet,Top,News,Evening
User3368,42,0.0,Female,Tablet,Top,Shopping,Morning
User3369,42,0.0,Male,Mobile,Top,News,Afternoon
User3371,25,0.0,Male,Mobile,Bottom,Education,Morning
User3372,54,0.0,Female,Tablet,Top,Social Media,Night
User3375,52,1.0,Non-Binary,Mobile,Bottom,Education,Morning
User3376,42,0.0,Female,Mobile,Top,Entertainment,Afternoon
User3378,53,0.0,Non-Binary,Desktop,Top,Shopping,Afternoon
User3380,64,0.0,Female,Tablet,Top,Social Media,Afternoon
User3381,47,0.0,Male,Tablet,Top,News,Morning
User3386,62,0.0,Male,Mobile,Top,Social Media,Morning
User3387,22,0.0,Male,Mobile,Top,Social Media,Evening
User3390,42,0.0,Non-Binary,Desktop,Top,Entertainment,Morning
User3391,26,0.0,Non-Binary,Mobile,Side,Entertainment,Evening
User3393,39,1.0,Male,Tablet,Top,Entertainment,Morning
User3403,56,1.0,Female,Desktop,Top,Education,Night
User3409,62,0.0,Female,Desktop,Bottom,Entertainment,Night
User3412,20,0.0,Non-Binary,Desktop,Top,Social Media,Morning
User342,28,0.0,Male,Mobile,Side,Shopping,Night
User3421,42,0.0,Non-Binary,Tablet,Top,Entertainment,Afternoon
User3422,42,0.0,Female,Mobile,Top,Social Media,Morning
User3424,28,0.0,Male,Desktop,Bottom,Social Media,Night
User3429,59,1.0,Non-Binary,Tablet,Side,Social Media,Morning
User3430,61,1.0,Male,Desktop,Side,Social Media,Morning
User3432,42,0.0,Male,Tablet,Top,Shopping,Evening
User3435,42,0.0,Male,Mobile,Bottom,Entertainment,Night
User3439,32,0.0,Male,Mobile,Bottom,News,Night
User3440,42,0.0,Female,Tablet,Top,Education,Evening
User3445,54,0.0,Male,Mobile,Top,Education,Afternoon
User3449,42,0.0,Female,Tablet,Top,Education,Evening
User345,23,0.0,Male,Mobile,Bottom,Education,Evening
User3450,42,0.0,Non-Binary,Tablet,Side,News,Evening
User3453,62,0.0,Female,Tablet,Top,Entertainment,Evening
User3454,42,0.0,Female,Mobile,Bottom,Education,Morning
User3458,42,0.0,Male,Tablet,Top,News,Evening
User346,29,0.0,Male,Mobile,Top,News,Evening
User3463,25,0.0,Female,Tablet,Bottom,Education,Morning
User3464,42,0.0,Female,Tablet,Top,Education,Morning
User3466,42,0.0,Non-Binary,Tablet,Side,Shopping,Evening
User3467,37,0.0,Female,Tablet,Bottom,Entertainment,Afternoon
User3471,42,0.0,Female,Mobile,Side,Entertainment,Morning
User3472,42,0.0,Non-Binary,Desktop,Top,News,Morning
User3473,40,0.0,Female,Desktop,Bottom,News,Night
User3474,42,0.0,Male,Mobile,Side,Shopping,Morning
User3478,62,0.0,Non-Binary,Tablet,Top,Entertainment,Night
User3481,22,0.0,Male,Mobile,Top,Shopping,Evening
User3483,20,1.0,Non-Binary,Mobile,Side,News,Morning
User3485,42,0.0,Male,Tablet,Bottom,Entertainment,Morning
User3492,42,0.0,Male,Desktop,Side,Entertainment,Evening
User3499,45,0.0,Female,Tablet,Side,Social Media,Evening
User3501,32,0.0,Non-Binary,Tablet,Top,Education,Evening
User3507,60,0.0,Non-Binary,Tablet,Top,Social Media,Night
User3508,42,0.0,Female,Tablet,Bottom,Shopping,Night
User3510,42,0.0,Female,Desktop,Side,News,Evening
User3514,55,0.0,Male,Tablet,Side,Entertainment,Morning
User3517,18,0.0,Non-Binary,Tablet,Bottom,Entertainment,Night
User3520,31,0.0,Female,Mobile,Top,Entertainment,Morning
User3523,22,0.0,Male,Desktop,Bottom,News,Morning
User3530,30,0.0,Male,Tablet,Bottom,Shopping,Evening
User3531,47,0.0,Non-Binary,Mobile,Bottom,Shopping,Evening
User3535,42,0.0,Male,Desktop,Top,Shopping,Night
User3536,51,0.0,Non-Binary,Tablet,Top,Social Media,Evening
User3537,58,0.0,Female,Tablet,Side,Education,Morning
User3540,42,0.0,Female,Mobile,Side,Entertainment,Night
User3541,42,0.0,Non-Binary,Mobile,Side,Education,Evening
User3543,55,1.0,Male,Tablet,Top,Entertainment,Night
User3544,42,0.0,Male,Tablet,Side,News,Evening
User3546,42,0.0,Non-Binary,Mobile,Side,Social Media,Night
User3548,57,0.0,Non-Binary,Tablet,Top,Education,Afternoon
User355,33,0.0,Non-Binary,Desktop,Bottom,Social Media,Night
User3552,37,0.0,Male,Desktop,Bottom,Social Media,Afternoon
User3553,42,0.0,Male,Mobile,Bottom,Shopping,Night
User3555,23,0.0,Female,Mobile,Top,Education,Night
User3556,42,0.0,Female,Tablet,Bottom,Education,Night
User3558,38,0.0,Male,Mobile,Top,News,Morning
User3559,25,0.0,Non-Binary,Tablet,Top,Shopping,Afternoon
User3560,33,0.0,Female,Tablet,Top,Shopping,Evening
User3561,37,1.0,Non-Binary,Desktop,Side,Social Media,Evening
User3562,42,0.0,Non-Binary,Desktop,Top,Entertainment,Night
User3565,62,0.0,Female,Desktop,Side,Entertainment,Evening
User3569,42,0.0,Male,Desktop,Bottom,Social Media,Night
User3570,56,0.0,Female,Mobile,Side,Entertainment,Evening
User3573,42,0.0,Female,Tablet,Top,Shopping,Evening
User3574,39,1.0,Female,Tablet,Top,Entertainment,Evening
User3577,58,0.0,Female,Desktop,Side,Social Media,Afternoon
User3581,29,0.0,Non-Binary,Desktop,Side,Social Media,Night
User3583,28,0.0,Female,Mobile,Side,Entertainment,Night
User3588,38,0.0,Non-Binary,Mobile,Side,Shopping,Evening
User359,42,0.0,Male,Desktop,Bottom,Social Media,Evening
User3590,57,0.0,Female,Mobile,Bottom,Shopping,Morning
User3592,40,0.0,Male,Desktop,Side,News,Night
User3594,49,0.0,Male,Tablet,Side,Social Media,Morning
User3595,42,0.0,Non-Binary,Tablet,Top,News,Evening
User3596,42,0.0,Female,Mobile,Bottom,Entertainment,Night
User36,42,0.0,Female,Desktop,Side,News,Morning
User3600,42,0.0,Non-Binary,Mobile,Side,Shopping,Night
User3601,39,1.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon
User3604,49,1.0,Male,Tablet,Bottom,News,Morning
User3605,42,0.0,Male,Tablet,Side,Entertainment,Morning
User361,42,0.0,Non-Binary,Desktop,Top,Entertainment,Morning
User3610,42,0.0,Male,Desktop,Top,Education,Night
User3613,42,0.0,Female,Mobile,Top,News,Afternoon
User3616,35,0.0,Male,Mobile,Side,Social Media,Afternoon
User362,42,0.0,Female,Mobile,Bottom,Entertainment,Morning
User3623,49,0.0,Male,Tablet,Side,Social Media,Night
User3624,42,0.0,Male,Desktop,Side,Education,Morning
User3629,35,0.0,Male,Mobile,Bottom,News,Night
User3631,42,0.0,Male,Mobile,Bottom,Social Media,Night
User3632,42,0.0,Female,Desktop,Bottom,Shopping,Night
User3633,20,0.0,Female,Mobile,Side,News,Night
User3634,42,0.0,Male,Mobile,Bottom,Education,Night
User3638,45,0.0,Non-Binary,Desktop,Top,News,Morning
User364,54,0.0,Female,Desktop,Top,Education,Evening
User3640,42,0.0,Female,Desktop,Side,News,Afternoon
User3641,33,1.0,Female,Tablet,Top,Education,Night
User3643,20,0.0,Male,Desktop,Top,News,Afternoon
User3644,39,1.0,Female,Mobile,Side,Entertainment,Evening
User3645,34,0.0,Male,Desktop,Side,Entertainment,Afternoon
User3647,23,0.0,Male,Desktop,Top,Shopping,Night
User3651,42,0.0,Female,Mobile,Bottom,Social Media,Evening
User3652,55,0.0,Non-Binary,Desktop,Bottom,News,Night
User3654,40,0.0,Male,Tablet,Top,Shopping,Evening
User3658,45,1.0,Non-Binary,Desktop,Side,Shopping,Night
User3659,42,0.0,Female,Tablet,Side,News,Afternoon
User3660,42,0.0,Male,Mobile,Top,News,Afternoon
User3663,42,0.0,Male,Mobile,Top,Social Media,Morning
User367,42,0.0,Female,Desktop,Bottom,Education,Morning
User3670,42,0.0,Female,Desktop,Side,Entertainment,Morning
User3674,42,0.0,Non-Binary,Tablet,Top,Entertainment,Evening
User3675,36,0.0,Male,Tablet,Side,News,Afternoon
User3676,54,0.0,Female,Mobile,Side,Social Media,Evening
User3679,61,0.0,Non-Binary,Tablet,Bottom,Entertainment,Evening
User368,42,0.0,Female,Desktop,Side,News,Evening
User3682,44,0.0,Non-Binary,Tablet,Bottom,News,Evening
User3684,35,0.0,Male,Mobile,Bottom,Entertainment,Night
User3685,42,0.0,Non-Binary,Mobile,Side,News,Night
User369,42,0.0,Female,Mobile,Top,Education,Night
User3692,42,0.0,Non-Binary,Desktop,Bottom,Social Media,Night
User3694,42,0.0,Male,Desktop,Side,Shopping,Morning
User3696,49,0.0,Female,Mobile,Side,Entertainment,Evening
User3697,27,0.0,Non-Binary,Mobile,Top,Social Media,Evening
User370,42,0.0,Male,Desktop,Top,Entertainment,Night
User3704,46,0.0,Female,Desktop,Top,Social Media,Evening
User3706,42,0.0,Non-Binary,Mobile,Top,Shopping,Afternoon
User3708,43,0.0,Male,Desktop,Top,Shopping,Evening
User3710,42,0.0,Female,Mobile,Side,Entertainment,Evening
User3714,42,0.0,Male,Desktop,Side,Social Media,Afternoon
User3718,42,0.0,Male,Tablet,Bottom,Shopping,Evening
User3719,42,0.0,Male,Desktop,Top,Shopping,Night
User372,33,0.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon
User3721,42,0.0,Male,Tablet,Bottom,News,Morning
User3722,42,0.0,Non-Binary,Desktop,Top,Entertainment,Morning
User3724,62,0.0,Female,Mobile,Top,Social Media,Evening
User3727,52,0.0,Female,Desktop,Side,Social Media,Night
User3729,31,0.0,Female,Tablet,Top,Education,Evening
User373,34,1.0,Female,Mobile,Top,Education,Evening
User3730,42,0.0,Male,Tablet,Top,Social Media,Night
User374,42,0.0,Male,Tablet,Bottom,Shopping,Night
User3740,39,1.0,Non-Binary,Tablet,Side,Social Media,Afternoon
User3741,42,0.0,Female,Mobile,Bottom,Social Media,Evening
User3742,42,0.0,Non-Binary,Tablet,Bottom,Social Media,Morning
User3746,39,1.0,Male,Desktop,Top,Social Media,Morning
User3747,58,0.0,Non-Binary,Desktop,Bottom,Social Media,Night
User375,26,1.0,Non-Binary,Mobile,Top,Social Media,Evening
User3750,25,0.0,Male,Tablet,Side,Shopping,Night
User3751,42,0.0,Non-Binary,Mobile,Side,Entertainment,Night
User3759,42,0.0,Female,Mobile,Top,Entertainment,Afternoon
User3763,23,0.0,Non-Binary,Desktop,Bottom,Social Media,Afternoon
User3767,23,0.0,Male,Mobile,Bottom,Shopping,Night
User3768,41,0.0,Non-Binary,Tablet,Bottom,News,Evening
User3770,42,0.0,Non-Binary,Desktop,Bottom,Entertainment,Afternoon
User3771,28,0.0,Male,Tablet,Top,Shopping,Evening
User3774,42,0.0,Female,Desktop,Top,Social Media,Night
User3775,37,0.0,Non-Binary,Tablet,Top,Social Media,Evening
User3776,42,0.0,Male,Mobile,Top,Social Media,Evening
User3781,23,0.0,Non-Binary,Mobile,Top,Entertainment,Afternoon
User3784,18,0.0,Non-Binary,Mobile,Top,Social Media,Night
User3786,42,0.0,Non-Binary,Tablet,Top,Social Media,Evening
User3790,42,0.0,Non-Binary,Tablet,Side,Social Media,Evening
User3792,61,0.0,Non-Binary,Tablet,Top,Shopping,Afternoon
User38,35,0.0,Non-Binary,Tablet,Side,Entertainment,Morning
User3801,26,1.0,Non-Binary,Desktop,Side,News,Evening
User3802,48,0.0,Female,Mobile,Top,Social Media,Morning
User3803,39,1.0,Female,Mobile,Top,Education,Morning
User3804,32,0.0,Female,Mobile,Top,Education,Night
User3808,24,0.0,Female,Mobile,Side,Social Media,Morning
User3810,42,0.0,Non-Binary,Mobile,Bottom,Entertainment,Evening
User3818,27,0.0,Male,Desktop,Top,Shopping,Night
User382,18,0.0,Non-Binary,Desktop,Bottom,Entertainment,Morning
User3823,57,0.0,Female,Mobile,Side,Social Media,Evening
User3824,59,0.0,Male,Tablet,Side,Shopping,Night
User3826,42,0.0,Female,Mobile,Bottom,News,Afternoon
User383,42,0.0,Female,Desktop,Bottom,Education,Morning
User3832,44,0.0,Female,Desktop,Bottom,Social Media,Night
User3833,57,0.0,Male,Desktop,Bottom,Entertainment,Night
User3834,61,0.0,Male,Desktop,Bottom,Social Media,Night
User3837,23,0.0,Non-Binary,Desktop,Top,Social Media,Afternoon
User3839,26,0.0,Male,Tablet,Side,Shopping,Afternoon
User3841,55,0.0,Non-Binary,Mobile,Bottom,Social Media,Evening
User3843,42,0.0,Female,Mobile,Top,Shopping,Evening
User3846,38,1.0,Non-Binary,Tablet,Bottom,Entertainment,Night
User3850,42,0.0,Female,Mobile,Top,Shopping,Afternoon
User3854,56,1.0,Female,Tablet,Bottom,Social Media,Afternoon
User3855,42,0.0,Male,Tablet,Side,Shopping,Morning
User3856,64,0.0,Male,Desktop,Side,Education,Morning
User3858,36,0.0,Female,Mobile,Side,Education,Night
User3861,42,0.0,Non-Binary,Mobile,Bottom,Education,Night
User3863,42,0.0,Non-Binary,Tablet,Side,Entertainment,Morning
User387,22,0.0,Non-Binary,Mobile,Side,Education,Afternoon
User3875,42,0.0,Non-Binary,Mobile,Bottom,Shopping,Evening
User3876,33,0.0,Female,Tablet,Top,Education,Evening
User3877,42,0.0,Male,Mobile,Top,Social Media,Afternoon
User388,52,0.0,Female,Tablet,Side,News,Morning
User3881,51,0.0,Female,Tablet,Bottom,Social Media,Afternoon
User3885,26,0.0,Female,Desktop,Top,Entertainment,Night
User3889,42,0.0,Male,Desktop,Top,News,Afternoon
User389,31,1.0,Non-Binary,Tablet,Top,Social Media,Afternoon
User3890,42,0.0,Female,Tablet,Bottom,News,Night
User3892,29,0.0,Male,Desktop,Top,Entertainment,Evening
User3895,42,0.0,Non-Binary,Mobile,Top,Social Media,Morning
User3896,42,0.0,Female,Mobile,Top,Education,Morning
User3898,42,0.0,Female,Desktop,Side,News,Morning
User39,27,0.0,Non-Binary,Tablet,Top,Education,Evening
User390,42,0.0,Female,Mobile,Top,News,Afternoon
User3902,42,0.0,Male,Mobile,Side,Social Media,Morning
User3906,39,1.0,Non-Binary,Tablet,Bottom,Social Media,Evening
User3907,42,0.0,Female,Tablet,Side,Education,Morning
User3908,50,1.0,Female,Desktop,Bottom,Shopping,Evening
User3909,42,0.0,Non-Binary,Mobile,Top,Social Media,Night
User3914,42,0.0,Male,Mobile,Side,Social Media,Morning
User3915,39,1.0,Female,Desktop,Side,Entertainment,Evening
User392,26,0.0,Male,Mobile,Top,Entertainment,Evening
User3927,42,0.0,Male,Mobile,Bottom,News,Night
User3928,42,0.0,Non-Binary,Mobile,Side,Shopping,Morning
User3929,55,0.0,Female,Tablet,Side,Education,Afternoon
User393,40,1.0,Non-Binary,Desktop,Bottom,Shopping,Morning
User3930,58,0.0,Non-Binary,Tablet,Side,Education,Night
User3931,42,0.0,Male,Tablet,Top,Shopping,Evening
User3933,59,0.0,Non-Binary,Tablet,Bottom,Shopping,Night
User3934,42,0.0,Non-Binary,Tablet,Side,Education,Evening
User3937,45,0.0,Male,Tablet,Bottom,Social Media,Evening
User3938,39,1.0,Male,Mobile,Bottom,Entertainment,Evening
User3939,42,0.0,Female,Tablet,Bottom,News,Morning
User394,42,0.0,Male,Mobile,Side,News,Afternoon
User3940,21,0.0,Female,Tablet,Top,Entertainment,Evening
User3941,42,0.0,Non-Binary,Mobile,Bottom,Education,Afternoon
User3943,45,0.0,Male,Mobile,Side,Social Media,Afternoon
User3944,25,0.0,Female,Desktop,Side,Education,Morning
User3945,42,0.0,Male,Mobile,Side,Social Media,Afternoon
User3948,21,0.0,Female,Mobile,Bottom,Entertainment,Evening
User3951,42,0.0,Male,Desktop,Top,News,Night
User3953,25,0.0,Non-Binary,Tablet,Top,Education,Afternoon
User3955,63,0.0,Female,Mobile,Top,Entertainment,Afternoon
User3956,26,0.0,Non-Binary,Mobile,Bottom,Entertainment,Night
User3957,62,0.0,Female,Mobile,Bottom,Shopping,Morning
User3960,49,0.0,Female,Mobile,Top,Shopping,Night
User3965,34,0.0,Female,Tablet,Top,Shopping,Evening
User3966,28,0.0,Male,Tablet,Top,Shopping,Night
User3971,25,0.0,Non-Binary,Tablet,Side,Entertainment,Afternoon
User3972,19,0.0,Female,Mobile,Top,News,Morning
User3973,42,0.0,Female,Mobile,Side,Education,Night
User3978,42,0.0,Female,Tablet,Top,Social Media,Night
User3979,63,0.0,Non-Binary,Tablet,Side,Entertainment,Morning
User398,28,0.0,Male,Tablet,Top,Entertainment,Morning
User3980,42,0.0,Male,Tablet,Top,Social Media,Morning
User3982,22,0.0,Female,Tablet,Bottom,Education,Morning
User3983,49,0.0,Male,Desktop,Top,Entertainment,Evening
User3988,49,0.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon
User3990,28,1.0,Non-Binary,Tablet,Side,Social Media,Evening
User3998,25,0.0,Female,Mobile,Top,Shopping,Afternoon
User3999,32,0.0,Female,Tablet,Top,Entertainment,Night
User400,52,1.0,Non-Binary,Tablet,Side,News,Evening
User4001,42,0.0,Non-Binary,Desktop,Side,Social Media,Afternoon
User4006,42,0.0,Non-Binary,Mobile,Side,Entertainment,Afternoon
User4007,42,0.0,Male,Desktop,Top,Shopping,Night
User4011,20,0.0,Male,Tablet,Top,Shopping,Morning
User4013,63,0.0,Male,Tablet,Top,News,Evening
User4015,44,1.0,Male,Tablet,Side,News,Evening
User4016,32,0.0,Female,Tablet,Side,Entertainment,Evening
User4017,38,0.0,Female,Desktop,Bottom,Education,Morning
User4019,42,0.0,Male,Tablet,Top,Shopping,Evening
User4021,38,1.0,Female,Mobile,Side,Education,Morning
User4022,42,0.0,Non-Binary,Mobile,Top,News,Morning
User4024,42,0.0,Male,Desktop,Top,Social Media,Night
User4025,41,0.0,Male,Mobile,Top,Social Media,Morning
User4029,21,1.0,Female,Desktop,Side,News,Afternoon
User403,42,0.0,Non-Binary,Tablet,Top,Shopping,Afternoon
User4034,43,1.0,Female,Desktop,Top,Shopping,Night
User4035,22,0.0,Female,Tablet,Top,Education,Morning
User4037,42,0.0,Male,Desktop,Bottom,News,Afternoon
User404,59,0.0,Male,Tablet,Bottom,Shopping,Afternoon
User4042,47,0.0,Female,Desktop,Bottom,News,Night
User4043,42,0.0,Female,Desktop,Top,Entertainment,Evening
User4044,41,0.0,Non-Binary,Mobile,Top,Social Media,Morning
User4046,36,0.0,Female,Desktop,Bottom,News,Afternoon
User4047,42,0.0,Male,Tablet,Top,Entertainment,Afternoon
User4048,42,0.0,Female,Tablet,Side,Education,Evening
User4049,57,1.0,Female,Desktop,Top,Social Media,Night
User405,51,0.0,Female,Tablet,Top,Social Media,Afternoon
User4052,42,0.0,Male,Tablet,Side,News,Night
User4053,42,0.0,Female,Desktop,Side,Social Media,Evening
User4055,30,0.0,Male,Tablet,Bottom,Social Media,Morning
User4057,39,1.0,Male,Desktop,Side,Education,Evening
User4058,33,1.0,Male,Tablet,Bottom,News,Evening
